pod_name    node_name
app-api-comp-0-workload-0-5fc8cc5668-2xwtx    29
app-api-comp-0-workload-0-5fc8cc5668-66rdb    40
app-api-comp-0-workload-0-5fc8cc5668-b2q87    43
app-api-comp-0-workload-0-5fc8cc5668-fhjmj    21
app-api-comp-0-workload-0-5fc8cc5668-fnx2f    24
app-api-comp-0-workload-0-5fc8cc5668-j6rfp    28
app-api-comp-0-workload-0-5fc8cc5668-kbq4m    2
app-api-comp-0-workload-0-5fc8cc5668-xqt9q    55
app-api-comp-0-workload-1-d67f68b86-2qb5c     41
app-api-comp-0-workload-1-d67f68b86-4ttt8     2
app-api-comp-0-workload-1-d67f68b86-7wqtc     16
app-api-comp-0-workload-1-d67f68b86-f8kq9     28
app-api-comp-0-workload-1-d67f68b86-nm82c     33
app-api-comp-0-workload-1-d67f68b86-t9dnk     22
app-api-comp-0-workload-10-f59d875bb-4d8wt    285
app-api-comp-0-workload-10-f59d875bb-fh4j7    293
app-api-comp-0-workload-10-f59d875bb-ntxqv    208
app-api-comp-0-workload-10-f59d875bb-rjlqn    53
app-api-comp-0-workload-11-f88ff66b9-5w6fs    31
app-api-comp-0-workload-11-f88ff66b9-7fjs2    9
app-api-comp-0-workload-11-f88ff66b9-ct79q    13
app-api-comp-0-workload-11-f88ff66b9-dmbjm    19
app-api-comp-0-workload-11-f88ff66b9-g54fn    28
app-api-comp-0-workload-11-f88ff66b9-jlf7r    44
app-api-comp-0-workload-11-f88ff66b9-kqcz2    46
app-api-comp-0-workload-11-f88ff66b9-qhtcw    34
app-api-comp-0-workload-11-f88ff66b9-v75hq    16
app-api-comp-0-workload-11-f88ff66b9-w68xk    56
app-api-comp-0-workload-11-f88ff66b9-xz2jq    21
app-api-comp-0-workload-12-59dd5f87f7-g8fxz   33
app-api-comp-0-workload-12-59dd5f87f7-kzdbb   261
app-api-comp-0-workload-12-59dd5f87f7-ntzs5   42
app-api-comp-0-workload-12-59dd5f87f7-p9t24   284
app-api-comp-0-workload-12-59dd5f87f7-qsgn8   76
app-api-comp-0-workload-12-59dd5f87f7-x8w9q   43
app-api-comp-0-workload-12-59dd5f87f7-ztxlx   134
app-api-comp-0-workload-13-69475fcf47-59h52   52
app-api-comp-0-workload-13-69475fcf47-62l69   29
app-api-comp-0-workload-13-69475fcf47-ds78q   25
app-api-comp-0-workload-13-69475fcf47-hlj29   48
app-api-comp-0-workload-13-69475fcf47-hwsdz   16
app-api-comp-0-workload-13-69475fcf47-jmtcn   0
app-api-comp-0-workload-13-69475fcf47-p7hzg   40
app-api-comp-0-workload-13-69475fcf47-rv9ph   17
app-api-comp-0-workload-13-69475fcf47-vf5w7   19
app-api-comp-0-workload-13-69475fcf47-x69ts   57
