hostname,layer,location,cpu_cores,single_core_score,base_single_core_score,memory_GiB,ingress_bandwidth_Mbps,egress_bandwidth_Mbps,uptime_30d_percentage,cost
0,cloud,cloud-location-0,16,1222,1000,64,10747.148630598664,13012.089798536745,97.6394342528618,3446.9651334523614
1,cloud,cloud-location-0,8,1057,1000,16,1009.8683179123188,4410.082036419579,99.66410172034568,1592.3459468806336
2,cloud,cloud-location-0,32,1397,1000,64,21997.2734665898,25737.442096764607,97.8382152350464,7444.081765424907
3,cloud,cloud-location-0,8,1315,1000,16,2026.3391407709837,7996.493454507124,99.41304569215892,866.0120004408564
4,cloud,cloud-location-0,4,1341,1000,16,5360.912913748572,5939.152653526511,98.54055816790648,995.9257137440344
5,cloud,cloud-location-0,8,1443,1000,32,4276.859473456043,4041.443143360164,100.0,2371.403426402224
6,cloud,cloud-location-0,8,920,1000,32,3639.9340881736734,11101.314852832556,100.0,1681.5355563419268
7,cloud,cloud-location-0,8,1631,1000,32,704.6612785566961,9402.02968500242,96.65004416329803,1073.5775477920752
8,cloud,cloud-location-0,16,1545,1000,64,9836.519915747094,20758.533224792856,100.0,2228.6382413160077
9,cloud,cloud-location-0,16,1172,1000,64,19706.88827573513,8795.873778783376,100.0,2207.890561016022
10,cloud,cloud-location-0,16,1098,1000,32,2359.760071292524,1468.3271639061268,97.1923068434716,3912.457537379585
11,cloud,cloud-location-0,32,1379,1000,64,29466.898129152836,43894.61224341964,97.09823771349944,5396.095355393847
12,cloud,cloud-location-0,16,1760,1000,32,6723.181910193608,16574.452904458478,98.0,2792.108390334609
13,cloud,cloud-location-0,16,1563,1000,64,321.430588412887,22392.882186134007,97.8732095704772,3140.915567982383
14,cloud,cloud-location-0,8,925,1000,16,607.7757507880726,4798.3663730285525,97.42109351019567,1656.312636929475
15,cloud,cloud-location-0,32,1479,1000,64,2053.204769181538,45400.69989765813,96.0534275118284,7455.950389730271
16,cloud,cloud-location-0,32,1003,1000,128,33630.45666253978,44233.69978128144,96.31358788792276,5938.535867163466
17,cloud,cloud-location-0,32,1242,1000,64,36282.027771439425,7557.103749475576,96.02550532393612,4150.505429130623
18,cloud,cloud-location-0,8,1714,1000,16,,,96.61088715184746,1749.8997674552122
19,cloud,cloud-location-0,32,1237,1000,128,,,99.78549201977164,4304.5374631594095
