# generated at: 2026-05-25 17:39:52.935926
#
#### Overview
# nodes: 100
# cloud clusters: 2
# 	max size: 10
# 	min size: 10
# fog clusters: 24
# 	max size: 5
# 	min size: 2
# nodes with bandwidth specified: 30
# 	cloud: 6
# 	fog: 24
# total CPU cores: 548
# total memory GiB: 1648
# total ingress Mbps: 133350.07319763422
# total egress Mbps: 132988.27714860596
#
#### Used Config
#
# n: 100
# cloud_size_percentage: 20
# fog_size_percentage: 80
# min_max_cloud_cluster_size_percentage: [5, 13]
# min_max_fog_cluster_size_percentage: [2, 5]
# cloud_node_types: ['T4', 'T5', 'T6', 'T7', 'T8', 'T9', 'T10']
# fog_node_types: ['T1', 'T2', 'T3', 'T4']
# base_node_single_core_score: 1000
# min_max_cloud_node_single_core_score: [900, 1800]
# min_max_fog_node_single_core_score: [500, 1200]
# min_max_cluster_node_cost_per_core: [100, 300]
# nodes_with_bandwidth_capacity_percentage: 30
# min_max_ingress_bandwidth_per_core: [10, 1500]
# min_max_egress_bandwidth_per_core: [10, 1500]
# min_max_cloud_uptime_percentage_30_days: [97, 100]
# min_max_fog_uptime_percentage_30_days: [90, 100]
# min_max_intra_cluster_latencies: [2, 5]
# min_max_inter_cluster_latencies: [15, 50]
#
hostname,layer,location,cpu_cores,single_core_score,base_single_core_score,memory_GiB,ingress_bandwidth_Mbps,egress_bandwidth_Mbps,uptime_30d_percentage,cost
0,cloud,cloud-location-0,4,1560,1000,16,1848.0768723917024,3528.4277615902292,99.0912684232566,561.481261787128
1,cloud,cloud-location-0,16,1390,1000,32,22546.829813293207,23549.16776738085,99.02297728614242,1976.8969222727324
2,cloud,cloud-location-0,16,1416,1000,64,21719.76214366026,21591.680895772253,99.16578971403584,4049.0671530278264
3,cloud,cloud-location-0,4,1088,1000,16,5389.083831344199,4651.714492005045,98.56684621734252,1184.1708323109642
4,cloud,cloud-location-0,8,1393,1000,16,9465.857754057273,6887.262180808649,97.48246488262677,1020.0372963837767
5,cloud,cloud-location-0,8,1288,1000,16,8540.503631635025,11901.472724918875,98.04806566303557,1206.7068027288415
6,cloud,cloud-location-0,8,1226,1000,32,3548.8447806253416,7362.209849603725,97.75923401750518,2375.1348841347044
7,cloud,cloud-location-0,32,1293,1000,64,,,97.45439877225401,4603.808680217306
8,cloud,cloud-location-0,8,1133,1000,32,,,97.55267076953338,1099.5241097540315
9,cloud,cloud-location-0,8,1305,1000,32,,,98.93513767598893,1030.302895815718
10,cloud,cloud-location-1,16,1075,1000,64,,,99.75194825429048,4443.305896656053
11,cloud,cloud-location-1,32,1138,1000,128,,,99.03937340822063,6197.019227479366
12,cloud,cloud-location-1,32,1162,1000,64,,,99.89097671432859,9042.035837742525
13,cloud,cloud-location-1,16,1766,1000,64,,,98.40610860350611,4408.231837716217
14,cloud,cloud-location-1,8,1465,1000,16,,,97.8401638505347,815.773185558173
15,cloud,cloud-location-1,16,1715,1000,32,,,99.94891408780643,2959.777721840588
16,cloud,cloud-location-1,8,1657,1000,16,,,99.66322320191502,1134.0594527373933
17,cloud,cloud-location-1,8,1319,1000,32,,,98.234357059016,1534.3830179203796
18,cloud,cloud-location-1,32,1164,1000,128,,,99.65599331300766,7119.385220874674
19,cloud,cloud-location-1,32,1330,1000,64,,,98.39402329004356,9587.016046789806
20,fog,fog-location-0,4,1177,1000,16,2887.6193913578254,96.97464622501752,97.03679284708137,548.7339857093984
21,fog,fog-location-0,4,1103,1000,8,1639.6096773135648,4756.482719368144,90.06242852968288,698.5141968899622
22,fog,fog-location-0,4,827,1000,8,684.725807118066,3581.5716275547993,93.76314370848687,541.9608174979076
23,fog,fog-location-0,4,810,1000,16,879.324667558019,3986.0483379957886,95.08479328620766,547.4470047041226
24,fog,fog-location-1,4,857,1000,16,1653.7880192730913,1996.571447238872,91.07594492410254,472.91160503197443
25,fog,fog-location-1,2,801,1000,8,412.45261942810777,1836.4143702089045,96.66323151239983,570.5599956801941
26,fog,fog-location-1,2,1124,1000,4,2550.150544614281,1226.0622970960326,97.62589682607646,532.8452640865098
27,fog,fog-location-2,2,504,1000,4,1917.4430159194867,2760.075381639154,94.2801202878407,494.0537334137639
28,fog,fog-location-2,2,712,1000,4,2906.919693389803,1023.3264316790188,91.57659223478386,518.3579989271879
29,fog,fog-location-3,4,949,1000,16,3431.196623752191,5000.809615396543,94.69185417881124,536.8639968217618
30,fog,fog-location-3,4,1006,1000,16,4874.637195259874,988.6118532972732,94.09910211435125,571.0818469697597
31,fog,fog-location-3,4,671,1000,16,5350.7149798724795,4057.688932145703,97.12460671256905,962.8474678841079
32,fog,fog-location-3,4,1112,1000,8,3048.461037604654,1792.380498192099,98.32873770447594,548.7652969828723
33,fog,fog-location-4,2,1199,1000,8,695.7872432940807,820.9556415430887,92.6504250434026,255.059851281612
34,fog,fog-location-4,2,880,1000,4,1888.1823024479415,724.2420646100873,99.72679676391394,348.24689795269785
35,fog,fog-location-5,2,530,1000,4,1729.5085889939517,2500.0308598470415,90.8981730763059,278.2128936508906
36,fog,fog-location-5,2,586,1000,8,1078.973308594256,1024.1253274367157,99.15167567761013,571.4805209775359
37,fog,fog-location-5,2,768,1000,8,1220.5480535463325,2287.8858168331326,91.4952459380135,430.5879518968218
38,fog,fog-location-5,4,776,1000,8,4550.989105533176,3155.0475496886634,98.21988893143873,545.6158885706856
39,fog,fog-location-5,2,1024,1000,4,2682.621243539733,550.7433874629892,99.167476001707,412.85527637338384
40,fog,fog-location-6,2,1054,1000,8,2160.335697792737,702.8773219107252,92.36843419821179,518.7890567445519
41,fog,fog-location-6,2,737,1000,4,261.7080324747277,925.6424030067986,91.61314189737986,515.487131121251
42,fog,fog-location-6,4,928,1000,8,3575.093837989196,5931.615086160665,95.94413294915736,404.3351624578329
43,fog,fog-location-7,4,910,1000,16,3920.2125380263283,97.68738909548063,91.0429112810449,585.5699178632455
44,fog,fog-location-7,4,771,1000,8,4290.111145933323,1692.4704708936072,90.60057172969313,633.2437051699644
45,fog,fog-location-7,4,924,1000,16,,,95.31370938047074,408.3917136577887
46,fog,fog-location-7,4,928,1000,16,,,96.88796722859833,659.8309967662428
47,fog,fog-location-7,4,681,1000,8,,,97.80477880395853,711.9831989869131
48,fog,fog-location-8,2,552,1000,8,,,98.31939788956234,520.5569696351084
49,fog,fog-location-8,4,994,1000,8,,,99.78672932545082,961.7330824870379
50,fog,fog-location-8,2,1130,1000,8,,,99.48958558876951,554.2710591886189
51,fog,fog-location-8,2,589,1000,8,,,90.12120079627593,468.4171540102665
52,fog,fog-location-9,4,984,1000,8,,,94.51769984495027,411.63699428292057
53,fog,fog-location-9,4,639,1000,8,,,93.78816524839787,773.6569572723565
54,fog,fog-location-9,4,937,1000,16,,,93.84811621497708,766.1031747314616
55,fog,fog-location-10,4,537,1000,16,,,97.31136698547198,634.0178440872639
56,fog,fog-location-10,4,1102,1000,8,,,96.17440973136743,946.4405225334809
57,fog,fog-location-10,2,1167,1000,4,,,94.00748986040881,276.0429148755616
58,fog,fog-location-10,2,1173,1000,4,,,90.60670855125178,543.0933501861496
59,fog,fog-location-11,4,1169,1000,8,,,97.34418563903861,926.5898083899192
60,fog,fog-location-11,2,931,1000,4,,,90.63847831076455,514.4855615153436
61,fog,fog-location-11,2,1108,1000,4,,,99.71735230111547,443.66852749617715
62,fog,fog-location-12,2,923,1000,8,,,91.24645450750104,425.1730310453579
63,fog,fog-location-12,4,1170,1000,8,,,90.14700194377828,509.0151069664987
64,fog,fog-location-12,2,755,1000,8,,,94.87675232593783,345.46402921308845
65,fog,fog-location-13,2,554,1000,8,,,90.94931379472607,480.18005991528946
66,fog,fog-location-13,2,1161,1000,4,,,93.18829326264773,392.0386508545589
67,fog,fog-location-13,2,939,1000,8,,,97.2446214466432,211.99906393334342
68,fog,fog-location-13,4,644,1000,8,,,96.73073662234027,730.5897348244673
69,fog,fog-location-13,2,535,1000,4,,,90.36808324910787,441.3668795093025
70,fog,fog-location-14,2,1096,1000,4,,,93.17794029289496,590.0193191892699
71,fog,fog-location-14,2,675,1000,8,,,92.84398910934205,231.6992841912927
72,fog,fog-location-14,2,681,1000,4,,,97.45560737672396,254.58805479399592
73,fog,fog-location-15,2,854,1000,4,,,90.3255232265919,511.53908614038966
74,fog,fog-location-15,4,1137,1000,16,,,95.12489091068144,1130.4131902542624
75,fog,fog-location-15,2,542,1000,8,,,96.07582408208557,451.74061471407583
76,fog,fog-location-15,4,633,1000,16,,,96.05617864174215,962.3838040986383
77,fog,fog-location-16,4,997,1000,16,,,99.77242745432439,563.6760890860787
78,fog,fog-location-16,4,656,1000,8,,,96.8285234060224,582.8794573109682
79,fog,fog-location-16,2,745,1000,8,,,96.95833618666713,263.55390885634546
80,fog,fog-location-16,2,1096,1000,8,,,93.10157241368044,274.5441008982417
81,fog,fog-location-16,2,509,1000,8,,,97.39240026732978,231.70528538039468
82,fog,fog-location-17,4,1123,1000,16,,,95.88256727891257,553.1493281565249
83,fog,fog-location-17,2,522,1000,8,,,97.14593126616693,565.5290168366978
84,fog,fog-location-17,2,990,1000,8,,,98.73183176145864,578.2936712970967
85,fog,fog-location-17,4,1059,1000,8,,,91.32129735425444,654.240256365587
86,fog,fog-location-17,4,622,1000,16,,,98.26183902965377,981.3238055863528
87,fog,fog-location-18,2,1018,1000,4,,,92.79898230899208,256.0653950794132
88,fog,fog-location-18,2,792,1000,8,,,97.33747955739959,457.98529438212506
89,fog,fog-location-19,2,1058,1000,8,,,92.70629602436057,586.4994661896551
90,fog,fog-location-19,2,969,1000,4,,,98.00394666764447,310.49952358907206
91,fog,fog-location-20,4,677,1000,16,,,92.17627747283358,1065.9004744399213
92,fog,fog-location-20,2,511,1000,4,,,92.38602200802903,531.1580610554604
93,fog,fog-location-20,2,591,1000,8,,,98.61941522351508,495.2871713188222
94,fog,fog-location-21,2,631,1000,4,,,96.81254350025888,594.4762850701451
95,fog,fog-location-21,4,552,1000,8,,,93.78400055783423,853.4539653401916
96,fog,fog-location-22,4,783,1000,16,,,91.76980470150411,935.6285390601469
97,fog,fog-location-22,4,1045,1000,8,,,97.88454047963603,962.2453267813917
98,fog,fog-location-23,4,573,1000,16,,,95.46510269178287,559.9532089249535
99,fog,fog-location-23,4,958,1000,16,,,91.76749136259424,1147.4731080752754
