# generated at: 2026-05-25 18:42:27.058838
#
#### Overview
# nodes: 900
# cloud clusters: 2
# 	max size: 117
# 	min size: 63
# fog clusters: 28
# 	max size: 44
# 	min size: 10
# nodes with bandwidth specified: 270
# 	cloud: 54
# 	fog: 216
# total CPU cores: 5152
# total memory GiB: 15668
# total ingress Mbps: 1157580.5003723681
# total egress Mbps: 1083872.334453738
#
#### Used Config
#
# n: 900
# cloud_size_percentage: 20
# fog_size_percentage: 80
# min_max_cloud_cluster_size_percentage: [5, 15]
# min_max_fog_cluster_size_percentage: [1, 5]
# cloud_node_types: ['T4', 'T5', 'T6', 'T7', 'T8', 'T9', 'T10']
# fog_node_types: ['T1', 'T2', 'T3', 'T4']
# base_node_single_core_score: 1000
# min_max_cloud_node_single_core_score: [900, 1800]
# min_max_fog_node_single_core_score: [500, 1200]
# min_max_cluster_node_cost_per_core: [100, 300]
# nodes_with_bandwidth_capacity_percentage: 30
# min_max_ingress_bandwidth_per_core: [10, 1500]
# min_max_egress_bandwidth_per_core: [10, 1500]
# min_max_cloud_uptime_percentage_30_days: [97, 100]
# min_max_fog_uptime_percentage_30_days: [90, 100]
# min_max_intra_cluster_latencies: [2, 5]
# min_max_inter_cluster_latencies: [15, 50]
#
hostname,layer,location,cpu_cores,single_core_score,base_single_core_score,memory_GiB,ingress_bandwidth_Mbps,egress_bandwidth_Mbps,uptime_30d_percentage,cost
0,cloud,cloud-location-0,4,1067,1000,16,5087.845180653877,3371.6998028963376,99.12263983316706,689.3703022679707
1,cloud,cloud-location-0,32,1663,1000,128,9720.357544686189,14002.053262330373,98.33283430569698,4113.582370057329
2,cloud,cloud-location-0,16,1492,1000,64,5210.579210976367,5091.391485081124,98.99528374762431,2100.625403491237
3,cloud,cloud-location-0,8,1623,1000,16,10623.64568453188,3567.05763588096,99.60965195329591,1670.3960328039818
4,cloud,cloud-location-0,32,1295,1000,128,6136.04848712395,3113.790059202461,99.25765849231263,3294.3997966408724
5,cloud,cloud-location-0,16,1629,1000,64,9371.493449046422,7354.5161573627365,97.5052621390128,4162.539423557405
6,cloud,cloud-location-0,8,1042,1000,16,3135.0324180647117,11129.472709272559,97.12630983713876,1433.8061396701432
7,cloud,cloud-location-0,16,960,1000,32,774.2058642278512,3336.5662759168413,99.77008158681843,4227.360193150816
8,cloud,cloud-location-0,8,1642,1000,32,8741.591408789436,3133.5819327637373,98.96541121256023,1305.6878240652986
9,cloud,cloud-location-0,32,1422,1000,64,29567.317104800353,1191.4514576056854,98.0425345974642,7753.705929468049
10,cloud,cloud-location-0,16,963,1000,64,13321.093350516368,1016.3349740719256,99.27690116050921,4602.567285709569
11,cloud,cloud-location-0,8,1578,1000,16,1612.3508575702047,9134.545812977021,98.2429588254552,1712.1319955467427
12,cloud,cloud-location-0,16,1410,1000,32,12016.608550014344,18596.39910707306,97.3310621840624,3319.4670319199213
13,cloud,cloud-location-0,16,1364,1000,64,5533.548776066675,12694.234694748538,97.2840826428312,4694.216412404505
14,cloud,cloud-location-0,32,1630,1000,128,46430.828853924475,40561.18286538827,98.05805192415667,7702.661914417619
15,cloud,cloud-location-0,8,1188,1000,32,9265.660071912867,8658.181415457706,97.61468883401787,1177.4011849943115
16,cloud,cloud-location-0,16,1318,1000,64,6738.574573643872,7734.986432463525,99.47587883489234,3074.0013552429746
17,cloud,cloud-location-0,8,1281,1000,32,1975.432803506665,9660.622167205825,99.26471880566058,1937.924280259555
18,cloud,cloud-location-0,8,1408,1000,32,7401.917067103537,3562.05018081861,98.59984517224353,1164.4371048858627
19,cloud,cloud-location-0,8,1631,1000,16,10891.932759644773,5212.816912843921,97.21440106083027,1155.0578665073015
20,cloud,cloud-location-0,32,1349,1000,128,29023.80688814921,10310.255292473705,98.441627669487,5034.096166119964
21,cloud,cloud-location-0,16,1632,1000,32,16091.041720747955,5796.819577715168,99.10128454628808,3946.1788395107137
22,cloud,cloud-location-0,32,1652,1000,64,37738.19423478704,18562.88769116484,98.83527307028238,6437.511634418899
23,cloud,cloud-location-0,4,1675,1000,16,3291.998983433438,2392.693032424164,98.339012673097,1008.113987781483
24,cloud,cloud-location-0,16,1276,1000,64,8329.360851247828,5739.694925287055,99.37615779926139,2508.520834910007
25,cloud,cloud-location-0,32,1678,1000,128,14808.253217319849,46436.186491150285,98.21212214207713,5674.543506369112
26,cloud,cloud-location-0,16,1045,1000,64,17126.134207573246,9384.41946291778,98.99059210611873,1760.7619764462693
