hostname,layer,location,cpu_cores,single_core_score,base_single_core_score,memory_GiB,ingress_bandwidth_Mbps,egress_bandwidth_Mbps,uptime_30d_percentage,cost
0,cloud,cloud-location-0,16,1795,1000,64,2895.068567156342,224.29158375207652,98.04459913343214,3794.728453957111
1,cloud,cloud-location-0,4,1395,1000,16,567.0094506502962,3983.525478805076,98.69617885927708,643.7674754005697
2,cloud,cloud-location-0,32,1775,1000,64,3107.623845994061,6039.184411234565,95.91388539609338,3336.4873926727205
3,cloud,cloud-location-0,32,1210,1000,64,21994.89047606302,30050.47762115776,99.9626262656468,5651.072509492133
4,cloud,cloud-location-0,32,1055,1000,64,9861.93404114053,21056.365623362937,98.97204394343376,3471.838570932116
5,cloud,cloud-location-0,32,1338,1000,64,5712.036620638629,19843.8085958332,100.0,7040.150076820752
6,cloud,cloud-location-0,16,1146,1000,64,7315.998426372538,10368.570586606354,97.48424257674938,1639.9039434817173
7,cloud,cloud-location-0,16,1220,1000,32,5949.675197401934,18552.032987046023,95.96821328975412,3981.555755067019
8,cloud,cloud-location-0,16,1396,1000,32,21939.921906581974,14574.832359634873,99.61242001470106,2779.579692015912
9,cloud,cloud-location-0,4,1453,1000,16,2412.3315812965443,2766.404129614065,98.0,406.2716924187986
10,cloud,cloud-location-0,4,1102,1000,16,4205.943357532022,1525.3360810884433,98.04704945678068,651.1579711565086
11,cloud,cloud-location-0,4,1552,1000,16,5116.438483014389,3781.802355905939,97.95357217109964,745.1932883757656
12,cloud,cloud-location-0,32,1792,1000,128,11426.319155815096,42863.34682332933,99.51055602145976,7633.87444376768
13,cloud,cloud-location-0,4,1655,1000,16,2367.442379788334,4335.359388195451,97.93731600278228,1086.1161000592251
14,cloud,cloud-location-0,32,1448,1000,64,5462.04676117732,37009.416263005456,98.56204759654824,7055.687909172897
15,cloud,cloud-location-0,16,1404,1000,32,22637.921072311743,10067.03857895514,99.36715899752102,2541.110429639747
16,cloud,cloud-location-0,32,1273,1000,128,30950.113857858352,46584.17665070489,95.42897015549678,3423.3709804654422
