hostname,layer,location,cpu_cores,single_core_score,base_single_core_score,memory_GiB,ingress_bandwidth_Mbps,egress_bandwidth_Mbps,uptime_30d_percentage,cost
0,cloud,cloud-location-0,4,956,1000,16,1786.7897563877796,4338.922552631629,98.24237094255754,409.34998881645697
1,cloud,cloud-location-0,8,1265,1000,32,10132.56391141584,2346.6966851732445,97.88763944733908,1175.2203504434192
2,cloud,cloud-location-0,8,947,1000,32,1462.3224275411496,4513.733795809359,97.9664535951795,1570.8373105128285
3,cloud,cloud-location-0,8,971,1000,16,844.4180546362998,7872.655466798101,99.17059833389592,1167.043666629732
4,cloud,cloud-location-0,32,1652,1000,128,23480.91222840504,12770.171563747555,96.49126495073648,7985.628880659064
5,cloud,cloud-location-0,8,1340,1000,32,3244.0723745212404,10751.351397350203,100.0,1233.4045132746644
6,cloud,cloud-location-0,16,1294,1000,32,11869.17457083638,23318.53909028871,97.8101734526309,4065.532773906246
7,cloud,cloud-location-0,8,1719,1000,32,2056.854881981156,2128.0611560471552,97.04516903858551,1590.9436526473332
8,cloud,cloud-location-0,16,1429,1000,32,11622.713277132278,1521.1016666914784,100.0,4352.376197577865
9,cloud,cloud-location-0,4,1506,1000,16,749.7739356678524,1427.6206239983023,100.0,429.67911560677254
10,cloud,cloud-location-0,16,1134,1000,64,10837.749977862377,386.4699760043213,99.43103668879404,3360.1786973682592
11,cloud,cloud-location-0,32,1172,1000,64,31877.371289309245,1897.894426611874,99.3880923842052,5769.3580126248535
12,cloud,cloud-location-0,32,908,1000,64,32054.100615487165,20090.52292980021,100.0,7723.456551246723
13,cloud,cloud-location-0,8,1613,1000,32,1519.6834554619818,11691.890198020144,97.0348842930708,1169.4392211595768
14,cloud,cloud-location-0,16,1278,1000,64,9761.05453803434,20462.419716623528,98.77963710972352,2319.6223524755446
15,cloud,cloud-location-0,8,963,1000,16,6364.47255207708,2913.530375126653,96.63081398112216,1489.3145691164225
16,cloud,cloud-location-0,16,1093,1000,32,16636.492885744105,3545.5691059202113,95.25164967124984,1839.776598134248
17,cloud,cloud-location-0,16,1115,1000,32,20735.015516837833,4766.497579291659,96.63660675463711,4018.923897160693
18,cloud,cloud-location-0,4,1309,1000,16,,,96.08963919401909,609.6189356279806
19,cloud,cloud-location-0,16,1784,1000,32,,,99.64350517426108,2254.6542730658666
20,cloud,cloud-location-1,16,1055,1000,32,,,99.84143061770956,2071.384467711228
21,cloud,cloud-location-1,32,1176,1000,64,,,98.27752576938344,4542.947824485895
22,cloud,cloud-location-1,4,1738,1000,16,,,97.20245303513556,683.5425008988649
23,cloud,cloud-location-1,8,969,1000,32,,,97.79474312452064,2013.3172466531105
24,cloud,cloud-location-1,4,1649,1000,16,,,97.82605609835092,1042.54062892731
25,cloud,cloud-location-1,32,920,1000,128,,,99.0622196981932,3611.6098907439778
26,cloud,cloud-location-1,16,1119,1000,32,,,100.0,1860.9000859208984
27,cloud,cloud-location-1,16,1551,1000,32,,,97.73724350108604,4345.586768980025
28,cloud,cloud-location-1,8,1352,1000,32,,,96.71726570577772,1220.1838994995624
29,cloud,cloud-location-1,16,1031,1000,64,,,100.0,2276.17373358259
30,cloud,cloud-location-1,8,1227,1000,16,,,100.0,2201.4989472591315
31,cloud,cloud-location-1,32,1674,1000,128,,,100.0,9519.639518940256
32,cloud,cloud-location-1,8,1105,1000,16,,,100.0,1031.608027008943
33,cloud,cloud-location-1,16,1041,1000,64,,,93.2991752552414,3311.635438403021
34,cloud,cloud-location-1,32,956,1000,64,,,100.0,9357.625896356103
35,cloud,cloud-location-1,16,906,1000,32,,,100.0,2442.0513964581737
36,cloud,cloud-location-1,16,1421,1000,64,,,98.0,2816.7125428796603
37,cloud,cloud-location-1,4,905,1000,16,,,100.0,1064.8691614647137
38,cloud,cloud-location-1,32,1254,1000,128,,,95.03420009362694,8882.498296585089
39,cloud,cloud-location-1,32,1275,1000,64,,,98.0,7172.502650316024
40,cloud,cloud-location-1,16,1654,1000,64,,,99.62093374984735,3457.78038052419
41,cloud,cloud-location-1,4,1470,1000,16,,,95.43479551808828,935.2803222135876
42,cloud,cloud-location-2,8,1366,1000,16,,,94.0,1549.9799221374294
43,cloud,cloud-location-2,8,912,1000,32,,,100.0,2333.430687280439
44,cloud,cloud-location-2,16,1528,1000,32,,,99.72739205013032,3783.442308740312
45,cloud,cloud-location-2,8,1189,1000,16,,,100.0,1600.5519720582731
46,cloud,cloud-location-2,32,1554,1000,64,,,98.8546355734679,5406.089866590527
47,cloud,cloud-location-2,4,1746,1000,16,,,94.499516792825,1131.891247291709
48,cloud,cloud-location-2,8,995,1000,32,,,97.31094798065064,1845.5732890857817
49,cloud,cloud-location-2,16,1139,1000,32,,,96.9334344537839,4415.609958852601
50,cloud,cloud-location-2,4,1368,1000,16,,,95.61994119093151,454.4068282651814
51,cloud,cloud-location-2,16,1198,1000,32,,,98.7431309863867,3035.622077118215
52,cloud,cloud-location-2,32,948,1000,64,,,95.47591922457842,4524.8698244626485
53,cloud,cloud-location-2,8,1155,1000,32,,,97.14777917838158,1361.655204739669
54,cloud,cloud-location-2,32,1450,1000,128,,,98.0,3653.298766633664
55,cloud,cloud-location-2,32,1630,1000,128,,,96.45726103089712,4433.097131101889
56,cloud,cloud-location-2,8,1687,1000,16,,,99.94864895055532,2114.9684824126966
57,cloud,cloud-location-2,4,1520,1000,16,,,98.0,785.6626540269424
58,cloud,cloud-location-2,8,1799,1000,32,,,95.48192167537384,810.6007617053851
59,cloud,cloud-location-2,32,1062,1000,128,,,96.68079267648746,4631.772175615513
60,fog,fog-location-0,4,1092,1000,8,3375.7926169163898,2661.4805497338725,96.6963316645924,1132.744823009571
61,fog,fog-location-0,4,910,1000,8,3378.1087698688934,5767.699356397157,97.64884153469652,585.0748544526504
62,fog,fog-location-0,2,869,1000,8,1860.0741262180752,1964.4155509974416,100.0,530.2603685846166
63,fog,fog-location-0,2,1096,1000,4,2674.0408507363018,824.3135284325274,99.34688014591468,492.8502435083789
64,fog,fog-location-0,4,736,1000,8,5589.648126451045,1825.923228675138,92.57018590375247,935.4612680180468
65,fog,fog-location-0,2,1188,1000,4,129.5170358054833,1302.9218301707458,94.92036549965805,326.8974130452377
66,fog,fog-location-0,2,775,1000,8,2532.252862378047,2084.9978366504715,98.0,501.8106113380005
67,fog,fog-location-0,4,539,1000,16,4745.343671048946,1035.3636816360672,97.302333942277,492.3146394973895
68,fog,fog-location-0,2,1031,1000,8,873.7616764454991,2502.1449816967975,93.4976051700728,430.1077918926469
69,fog,fog-location-0,4,1058,1000,16,1167.8808108343742,679.769658629647,94.2616905689491,571.5761962383682
70,fog,fog-location-0,4,554,1000,16,3235.2818251998665,2626.759793962268,100.0,804.2717139399365
71,fog,fog-location-1,2,631,1000,4,295.871211511542,52.231115234621335,95.26385336381271,347.73812416941644
72,fog,fog-location-1,4,763,1000,8,2238.9444528194467,2880.7791328112444,98.33972731011052,915.8189435074574
73,fog,fog-location-1,4,591,1000,16,4262.844584363224,5809.4179952858785,97.64839950237295,711.7604724499723
74,fog,fog-location-1,2,810,1000,8,1060.6067382461365,1859.3242314756976,93.72757079904578,380.0373170765414
75,fog,fog-location-1,2,758,1000,8,,,92.11971024982036,360.29101265615657
76,fog,fog-location-1,4,1007,1000,8,2459.355921172069,2603.6410998515653,95.85516755007284,827.9588670817175
77,fog,fog-location-1,4,1195,1000,16,5366.836431180428,5405.730171780965,98.1673135016692,683.752679813007
78,fog,fog-location-1,4,945,1000,8,4372.978097688505,4163.1142117140835,98.0,465.7265701645781
79,fog,fog-location-1,4,829,1000,8,1746.837148185481,2992.3962635128946,94.91599596860938,491.95930582494736
80,fog,fog-location-1,4,964,1000,16,5993.054029039529,5575.425781002868,98.8982280615937,845.2179866619076
81,fog,fog-location-1,4,646,1000,8,166.55808018235513,5037.855755605551,97.73505287630218,678.5122040940521
82,fog,fog-location-1,2,609,1000,8,2155.198852537226,934.2284075142452,87.20703553739229,266.42511542207774
83,fog,fog-location-2,4,1136,1000,16,4076.281078093317,2075.6241227772807,98.0,799.9433729495345
84,fog,fog-location-2,4,1002,1000,8,3598.2812879351977,925.9909650157838,90.6558139401665,729.0900010963455
