# generated at: 2026-05-25 17:36:57.473779
#
#### Overview
# nodes: 300
# cloud clusters: 3
# 	max size: 22
# 	min size: 18
# fog clusters: 23
# 	max size: 15
# 	min size: 6
# nodes with bandwidth specified: 90
# 	cloud: 18
# 	fog: 72
# total CPU cores: 1634
# total memory GiB: 4832
# total ingress Mbps: 365822.46972783114
# total egress Mbps: 312524.81307489483
#
#### Used Config
#
# n: 300
# cloud_size_percentage: 20
# fog_size_percentage: 80
# min_max_cloud_cluster_size_percentage: [5, 13]
# min_max_fog_cluster_size_percentage: [2, 5]
# cloud_node_types: ['T4', 'T5', 'T6', 'T7', 'T8', 'T9', 'T10']
# fog_node_types: ['T1', 'T2', 'T3', 'T4']
# base_node_single_core_score: 1000
# min_max_cloud_node_single_core_score: [900, 1800]
# min_max_fog_node_single_core_score: [500, 1200]
# min_max_cluster_node_cost_per_core: [100, 300]
# nodes_with_bandwidth_capacity_percentage: 30
# min_max_ingress_bandwidth_per_core: [10, 1500]
# min_max_egress_bandwidth_per_core: [10, 1500]
# min_max_cloud_uptime_percentage_30_days: [97, 100]
# min_max_fog_uptime_percentage_30_days: [90, 100]
# min_max_intra_cluster_latencies: [2, 5]
# min_max_inter_cluster_latencies: [15, 50]
#
hostname,layer,location,cpu_cores,single_core_score,base_single_core_score,memory_GiB,ingress_bandwidth_Mbps,egress_bandwidth_Mbps,uptime_30d_percentage,cost
0,cloud,cloud-location-0,4,956,1000,16,1786.7897563877796,4338.922552631629,98.24237094255754,409.34998881645697
1,cloud,cloud-location-0,8,1265,1000,32,10132.56391141584,2346.6966851732445,97.88763944733908,1175.2203504434192
2,cloud,cloud-location-0,8,947,1000,32,1462.3224275411496,4513.733795809359,99.9664535951795,1570.8373105128285
3,cloud,cloud-location-0,8,971,1000,16,844.4180546362998,7872.655466798101,99.17059833389592,1167.043666629732
4,cloud,cloud-location-0,32,1652,1000,128,23480.91222840504,12770.171563747557,98.49126495073648,7985.628880659064
5,cloud,cloud-location-0,8,1340,1000,32,3244.0723745212404,10751.351397350203,99.55228004189367,1233.4045132746644
6,cloud,cloud-location-0,16,1294,1000,32,11869.17457083638,23318.53909028871,97.8101734526309,4065.532773906246
7,cloud,cloud-location-0,8,1719,1000,32,2056.854881981156,2128.0611560471552,99.04516903858553,1590.9436526473332
8,cloud,cloud-location-0,16,1429,1000,32,11622.713277132278,1521.1016666914784,99.04497982114671,4352.376197577865
9,cloud,cloud-location-0,4,1506,1000,16,749.7739356678524,1427.6206239983023,98.4926507984815,429.67911560677254
10,cloud,cloud-location-0,16,1134,1000,64,10837.749977862375,386.4699760043213,99.43103668879405,3360.1786973682592
11,cloud,cloud-location-0,32,1172,1000,64,31877.371289309245,1897.894426611874,99.38809238420521,5769.3580126248535
12,cloud,cloud-location-0,32,908,1000,64,32054.100615487165,20090.52292980021,99.43981637918874,7723.4565512467225
13,cloud,cloud-location-0,8,1613,1000,32,1519.6834554619818,11691.890198020144,99.03488429307079,1169.4392211595768
14,cloud,cloud-location-0,16,1278,1000,64,9761.05453803434,20462.419716623528,98.77963710972351,2319.6223524755446
15,cloud,cloud-location-0,8,963,1000,16,6364.47255207708,2913.530375126653,98.63081398112215,1489.3145691164223
16,cloud,cloud-location-0,16,1093,1000,32,16636.492885744105,3545.5691059202113,97.25164967124984,1839.7765981342482
17,cloud,cloud-location-0,16,1115,1000,32,20735.015516837833,4766.497579291659,98.63660675463711,4018.923897160693
18,cloud,cloud-location-0,4,1309,1000,16,3633.943511997898,1980.241402596343,98.08963919401909,609.6189356279806
19,cloud,cloud-location-0,16,1784,1000,32,,,99.64350517426108,2254.6542730658666
20,cloud,cloud-location-1,16,1055,1000,32,,,99.84143061770956,2071.384467711228
21,cloud,cloud-location-1,32,1176,1000,64,,,98.27752576938344,4542.947824485895
22,cloud,cloud-location-1,4,1738,1000,16,,,97.20245303513555,683.5425008988649
23,cloud,cloud-location-1,8,969,1000,32,,,97.79474312452064,2013.3172466531103
24,cloud,cloud-location-1,4,1649,1000,16,,,97.82605609835093,1042.54062892731
25,cloud,cloud-location-1,32,920,1000,128,,,97.0622196981932,3611.6098907439778
26,cloud,cloud-location-1,16,1119,1000,32,,,98.00548605137975,1860.9000859208986
27,cloud,cloud-location-1,16,1551,1000,32,,,97.73724350108604,4345.586768980025
28,cloud,cloud-location-1,8,1352,1000,32,,,98.71726570577772,1220.1838994995624
29,cloud,cloud-location-1,16,1031,1000,64,,,98.13535175535874,2276.17373358259
30,cloud,cloud-location-1,8,1227,1000,16,,,98.25679195630251,2201.4989472591315
31,cloud,cloud-location-1,32,1674,1000,128,,,99.55465244146636,9519.639518940257
32,cloud,cloud-location-1,8,1105,1000,16,,,99.4953086916841,1031.608027008943
33,cloud,cloud-location-1,16,1041,1000,64,,,99.29917525524141,3311.635438403021
34,cloud,cloud-location-1,32,956,1000,64,,,98.47482437021688,9357.625896356105
35,cloud,cloud-location-1,16,906,1000,32,,,99.4575062543076,2442.0513964581737
36,cloud,cloud-location-1,16,1421,1000,64,,,98.01822557001556,2816.7125428796603
37,cloud,cloud-location-1,4,905,1000,16,,,98.1845319553014,1064.8691614647137
38,cloud,cloud-location-1,32,1254,1000,128,,,97.03420009362694,8882.498296585089
39,cloud,cloud-location-1,32,1275,1000,64,,,99.7887607253499,7172.502650316024
40,cloud,cloud-location-1,16,1654,1000,64,,,99.62093374984735,3457.78038052419
41,cloud,cloud-location-1,4,1470,1000,16,,,97.43479551808828,935.2803222135876
42,cloud,cloud-location-2,8,1366,1000,16,,,98.39695401628555,1549.9799221374294
43,cloud,cloud-location-2,8,912,1000,32,,,98.25926492979299,2333.430687280439
44,cloud,cloud-location-2,16,1528,1000,32,,,99.72739205013033,3783.442308740312
45,cloud,cloud-location-2,8,1189,1000,16,,,99.69009030641425,1600.5519720582733
46,cloud,cloud-location-2,32,1554,1000,64,,,98.8546355734679,5406.089866590527
47,cloud,cloud-location-2,4,1746,1000,16,,,98.499516792825,1131.891247291709
48,cloud,cloud-location-2,8,995,1000,32,,,97.31094798065065,1845.5732890857814
49,cloud,cloud-location-2,16,1139,1000,32,,,98.9334344537839,4415.609958852601
50,cloud,cloud-location-2,4,1368,1000,16,,,97.61994119093151,454.4068282651814
51,cloud,cloud-location-2,16,1198,1000,32,,,98.7431309863867,3035.622077118215
52,cloud,cloud-location-2,32,948,1000,64,,,99.47591922457842,4524.8698244626485
53,cloud,cloud-location-2,8,1155,1000,32,,,97.14777917838158,1361.655204739669
54,cloud,cloud-location-2,32,1450,1000,128,,,99.2869938040004,3653.2987666336644
55,cloud,cloud-location-2,32,1630,1000,128,,,98.45726103089712,4433.097131101889
56,cloud,cloud-location-2,8,1687,1000,16,,,97.94864895055531,2114.9684824126966
57,cloud,cloud-location-2,4,1520,1000,16,,,99.51444130118169,785.6626540269424
58,cloud,cloud-location-2,8,1799,1000,32,,,97.48192167537384,810.6007617053851
59,cloud,cloud-location-2,32,1062,1000,128,,,98.68079267648746,4631.772175615513
60,fog,fog-location-0,4,1092,1000,8,3375.7926169163898,2661.4805497338725,96.69633166459239,1132.744823009571
61,fog,fog-location-0,4,910,1000,8,3378.1087698688934,5767.699356397157,95.64884153469652,585.0748544526504
62,fog,fog-location-0,2,869,1000,8,1860.0741262180752,1964.4155509974416,99.42138918364805,530.2603685846166
63,fog,fog-location-0,2,1096,1000,4,2674.0408507363018,824.3135284325274,99.34688014591467,492.8502435083789
64,fog,fog-location-0,4,736,1000,8,5589.648126451045,1825.923228675138,92.57018590375247,935.4612680180469
65,fog,fog-location-0,2,1188,1000,4,129.5170358054833,1302.9218301707458,92.92036549965805,326.8974130452377
66,fog,fog-location-0,2,775,1000,8,2532.252862378047,2084.9978366504715,96.86737161797163,501.8106113380005
67,fog,fog-location-0,4,539,1000,16,4745.343671048946,1035.3636816360672,95.302333942277,492.3146394973895
68,fog,fog-location-0,2,1031,1000,8,873.7616764454991,2502.1449816967975,93.4976051700728,430.1077918926469
69,fog,fog-location-0,4,1058,1000,16,1167.8808108343742,679.769658629647,92.2616905689491,571.5761962383682
70,fog,fog-location-0,4,554,1000,16,3235.2818251998665,2626.759793962268,96.36486823342585,804.2717139399365
