# generated at: 2026-05-25 18:42:06.377251
#
#### Overview
# nodes: 900
# cloud clusters: 2
# 	max size: 92
# 	min size: 88
# fog clusters: 25
# 	max size: 44
# 	min size: 11
# nodes with bandwidth specified: 270
# 	cloud: 54
# 	fog: 216
# total CPU cores: 5214
# total memory GiB: 15688
# total ingress Mbps: 1177528.743142365
# total egress Mbps: 1365076.32627756
#
#### Used Config
#
# n: 900
# cloud_size_percentage: 20
# fog_size_percentage: 80
# min_max_cloud_cluster_size_percentage: [5, 15]
# min_max_fog_cluster_size_percentage: [1, 5]
# cloud_node_types: ['T4', 'T5', 'T6', 'T7', 'T8', 'T9', 'T10']
# fog_node_types: ['T1', 'T2', 'T3', 'T4']
# base_node_single_core_score: 1000
# min_max_cloud_node_single_core_score: [900, 1800]
# min_max_fog_node_single_core_score: [500, 1200]
# min_max_cluster_node_cost_per_core: [100, 300]
# nodes_with_bandwidth_capacity_percentage: 30
# min_max_ingress_bandwidth_per_core: [10, 1500]
# min_max_egress_bandwidth_per_core: [10, 1500]
# min_max_cloud_uptime_percentage_30_days: [97, 100]
# min_max_fog_uptime_percentage_30_days: [90, 100]
# min_max_intra_cluster_latencies: [2, 5]
# min_max_inter_cluster_latencies: [15, 50]
#
hostname,layer,location,cpu_cores,single_core_score,base_single_core_score,memory_GiB,ingress_bandwidth_Mbps,egress_bandwidth_Mbps,uptime_30d_percentage,cost
0,cloud,cloud-location-0,16,1344,1000,32,15928.840618761218,12613.150792794466,97.44821519808785,2506.871218761261
1,cloud,cloud-location-0,32,1144,1000,128,27466.513180053844,32576.10589674473,99.89858835846785,3953.379913550941
2,cloud,cloud-location-0,32,994,1000,64,11169.667017454394,47767.56846804277,99.55181266606769,7072.207290969947
3,cloud,cloud-location-0,4,1531,1000,16,5945.4019933544,2419.2438401583786,98.42214860898208,417.4971248150205
4,cloud,cloud-location-0,16,1747,1000,64,196.52765120255629,15639.772147660298,98.96882840970706,2930.920787084482
5,cloud,cloud-location-0,32,1237,1000,64,19718.39417339775,26143.524036528423,97.82437319001633,5538.618543457041
6,cloud,cloud-location-0,4,1300,1000,16,841.1040400795259,5623.30741085125,99.8859326771225,904.3681663952135
7,cloud,cloud-location-0,16,1280,1000,32,20916.740154300092,16006.708835899286,99.35977344001464,2997.5690188427616
8,cloud,cloud-location-0,16,906,1000,32,20888.292306249597,16403.33009801743,98.82693299917975,3227.969351011714
9,cloud,cloud-location-0,32,1095,1000,128,28751.70938111029,11280.501583295374,99.24672274942036,8324.372770506292
10,cloud,cloud-location-0,32,1013,1000,128,1399.4228652827292,29134.871582944346,99.92359843793828,6279.596351260126
11,cloud,cloud-location-0,32,1438,1000,128,40200.67800928044,41091.854028180496,99.93277402327018,6211.587165639288
12,cloud,cloud-location-0,4,1316,1000,16,1283.768801286263,544.5571857855375,99.47092223006203,546.255264398129
13,cloud,cloud-location-0,16,1382,1000,32,11030.73812730474,18135.017981009743,99.87019971285729,1856.3179269129023
14,cloud,cloud-location-0,16,1087,1000,64,8353.008284330881,20399.599921561043,97.805511243293,2511.0446675746152
