hostname,layer,location,cpu_cores,single_core_score,base_single_core_score,memory_GiB,ingress_bandwidth_Mbps,egress_bandwidth_Mbps,uptime_30d_percentage,cost
0,cloud,cloud-location-0,8,1767,1000,32,9351.416304571863,2739.3172485296736,97.74794352401636,881.3910398541253
1,cloud,cloud-location-0,32,1684,1000,64,16626.965152809997,4835.454185089125,98.76073868843012,7548.126152373836
2,cloud,cloud-location-0,32,926,1000,64,1793.0477786292768,13346.728393427837,93.08730747585936,3570.8377431256386
3,cloud,cloud-location-0,8,1348,1000,32,6081.721472912264,4250.044494441861,98.23197524849276,1632.1273502765096
4,cloud,cloud-location-0,4,1082,1000,16,5025.339202027842,1426.3001162378887,98.41813218757662,997.8842843152476
5,cloud,cloud-location-0,8,910,1000,16,6963.2257874631205,3827.0781266448753,100.0,898.4405038720035
6,cloud,cloud-location-0,32,1120,1000,128,47589.29486730952,25793.94046873055,97.69740888207666,3825.058674544799
7,cloud,cloud-location-0,16,1230,1000,32,10594.35645003209,12195.57079190752,97.6396323732056,3291.6312425700576
8,cloud,cloud-location-0,32,1502,1000,64,39337.51376997961,19903.96830841474,100.0,6338.5079308339855
9,cloud,cloud-location-0,8,1753,1000,16,10753.978438752669,10888.772933796465,97.12667994888812,2055.5527051001227
10,cloud,cloud-location-0,16,1627,1000,32,4975.448460938521,3919.5551566813633,97.74252117581794,2080.171735923385
11,cloud,cloud-location-0,32,1102,1000,64,34512.00877706092,5522.179952807926,98.79353979964029,7950.15554391815
12,cloud,cloud-location-0,32,1420,1000,128,7698.459972322234,42643.07213669551,99.97814570559012,4705.769509786156
13,cloud,cloud-location-0,16,1146,1000,32,16412.104885390338,22147.53320209826,97.46696379560387,4724.272978616146
14,cloud,cloud-location-0,8,1194,1000,16,5299.074331295516,9864.189250631924,99.50037907126514,1200.6363872646216
15,cloud,cloud-location-0,16,997,1000,64,8528.348247759744,19764.90262802227,96.69655888893334,4075.522572229537
16,cloud,cloud-location-0,8,1404,1000,32,2000.0415060286232,8315.427443094242,97.18275430791394,1807.9960953762964
17,cloud,cloud-location-0,8,1189,1000,16,4699.06645417079,7096.286139549735,99.20521563704146,2282.2056096370807
18,cloud,cloud-location-0,8,1306,1000,16,,,96.47474401568908,1343.5349642534115
19,cloud,cloud-location-0,16,1456,1000,32,,,98.97874169043556,3610.225222734404
20,cloud,cloud-location-0,4,1229,1000,16,,,99.8509082810522,502.1231815204982
21,cloud,cloud-location-0,4,1328,1000,16,,,99.14884002832966,517.7347538177638
22,cloud,cloud-location-0,8,1600,1000,16,,,97.03970504277694,1252.4993176735418
23,cloud,cloud-location-0,8,1760,1000,16,,,98.55549396602756,1605.665741914412
24,cloud,cloud-location-0,8,1218,1000,32,,,99.08021595342684,923.771839673108
25,cloud,cloud-location-0,16,1402,1000,64,,,99.14236455247494,3601.6627045558225
26,cloud,cloud-location-0,8,1171,1000,16,,,98.57365340946666,2325.3311029115184
27,cloud,cloud-location-0,8,1151,1000,16,,,99.85401004673672,1857.1577506126227
