hostname,layer,location,cpu_cores,single_core_score,base_single_core_score,memory_GiB,ingress_bandwidth_Mbps,egress_bandwidth_Mbps,uptime_30d_percentage,cost
0,cloud,cloud-location-0,8,1405,1000,32,7740.591315544609,11171.726793741773,98.69662314341112,860.4195838736805
1,cloud,cloud-location-0,32,1675,1000,128,2350.287078494846,18435.930940366037,97.98638456066811,6767.821538192926
2,cloud,cloud-location-0,4,1345,1000,16,4464.081337123553,1378.4069031740612,97.740324262196,949.0240285648111
3,cloud,cloud-location-0,32,1163,1000,128,40011.93630933565,8024.3253912265345,97.40972926187968,5064.012197062858
4,cloud,cloud-location-0,4,1276,1000,16,2905.848997712901,2012.035696366721,99.97609690390924,619.6393640917954
5,cloud,cloud-location-0,16,1515,1000,64,17354.0334867695,10182.24665593484,98.73917878136298,3224.442527335994
6,cloud,cloud-location-0,8,1711,1000,32,9924.36709772479,3598.6478087284427,99.22465389958344,1509.6767414018072
7,cloud,cloud-location-0,32,1194,1000,128,9728.013274533692,39741.17635778005,98.71763633366604,8089.714322183993
8,cloud,cloud-location-0,16,1305,1000,32,18082.163814922464,23045.473085259233,98.19632860059946,2392.1183673424
9,cloud,cloud-location-0,8,1167,1000,32,10473.737092463894,125.87026246228876,98.4061350883622,882.7426130770918
10,cloud,cloud-location-0,32,1758,1000,128,33882.203108965,24088.946379298235,99.19370045113382,8286.296093404375
11,cloud,cloud-location-0,8,1329,1000,32,2146.569061454774,11440.619311523276,99.97881318750449,1224.984256538492
12,cloud,cloud-location-0,8,1630,1000,16,5637.203775816922,4220.364098835404,99.66014119652476,1207.8140756670894
13,cloud,cloud-location-0,32,1434,1000,128,17283.278350835248,2364.767567948605,98.52978608673988,8930.942580236187
14,cloud,cloud-location-0,16,1654,1000,32,11621.157424953804,20597.39856463618,97.8856047378444,2402.7434241631745
15,cloud,cloud-location-0,32,956,1000,128,43367.9830090599,26192.062467785305,99.68102130005806,8749.290572027012
16,cloud,cloud-location-0,16,1210,1000,32,1821.9213867639671,17046.612088323513,99.36925106708136,2025.107013041572
17,cloud,cloud-location-0,32,1160,1000,64,19155.370898205663,27139.86775870764,98.43033803320168,9418.575350989358
18,cloud,cloud-location-0,16,1649,1000,32,9267.65845487425,4277.9351825434205,97.8658432659386,2626.873338520797
19,cloud,cloud-location-0,16,918,1000,32,,,99.70066444437488,4389.987495566589
20,cloud,cloud-location-0,16,1624,1000,32,,,97.53984907556156,4161.303997904551
21,cloud,cloud-location-0,8,1559,1000,32,,,98.739251719294,1831.972784450832
22,cloud,cloud-location-0,4,1417,1000,16,,,99.59925399557042,652.4434537982826
23,cloud,cloud-location-0,16,1543,1000,32,,,98.58715433165266,2869.002227883962
24,cloud,cloud-location-0,32,982,1000,128,,,98.65612884928564,5595.177130869421
25,cloud,cloud-location-0,8,952,1000,16,,,99.99630046551675,1578.030760020262
26,cloud,cloud-location-0,16,1729,1000,64,,,99.4796599929805,4208.747581749227
27,cloud,cloud-location-0,16,1613,1000,64,,,98.17456519436418,2249.545259214524
28,cloud,cloud-location-0,32,911,1000,128,,,98.50880461851833,4093.258975368065
29,cloud,cloud-location-0,16,972,1000,64,,,98.78597648638248,3167.5465830721314
30,cloud,cloud-location-0,32,1203,1000,128,,,97.9650629742726,7914.933707799725
31,cloud,cloud-location-0,32,1641,1000,64,,,98.9584088047591,4185.974710610456
32,cloud,cloud-location-0,8,1599,1000,16,,,98.91526767156913,1533.4625219330064
33,cloud,cloud-location-0,16,1787,1000,64,,,99.20560821241055,1853.054866232225
34,cloud,cloud-location-0,16,1376,1000,32,,,99.56900469155173,3436.498575475012
35,cloud,cloud-location-0,16,1488,1000,32,,,99.46477636482769,2861.083223950671
36,cloud,cloud-location-0,32,1242,1000,128,,,97.73534705103772,4060.807145411837
37,cloud,cloud-location-0,16,1470,1000,64,,,97.77036933009332,3531.4339383934225
38,cloud,cloud-location-0,8,1518,1000,32,,,98.96475054991431,1216.259452772519
39,cloud,cloud-location-1,32,1052,1000,64,,,97.03908484064328,4619.652791712633
40,cloud,cloud-location-1,16,1737,1000,64,,,99.82182635965722,2217.2301368232065
41,cloud,cloud-location-1,32,1384,1000,64,,,98.86473568227088,8015.575436637021
42,cloud,cloud-location-1,32,1716,1000,128,,,99.0615615300159,7479.433249302534
43,cloud,cloud-location-1,16,1306,1000,64,,,99.13182542450068,4416.070054580262
44,cloud,cloud-location-1,4,1789,1000,16,,,97.73060459360453,1190.7568328830553
45,cloud,cloud-location-1,32,924,1000,128,,,97.9171630386282,6565.032794209761
46,cloud,cloud-location-1,16,1467,1000,64,,,99.0845831586906,3647.0342137557263
47,cloud,cloud-location-1,8,1767,1000,16,,,97.21112773985598,1669.4686035115735
48,cloud,cloud-location-1,4,1116,1000,16,,,97.6261617894886,1198.210760129738
49,cloud,cloud-location-1,32,989,1000,64,,,97.45333300698694,7559.515977628706
50,cloud,cloud-location-1,16,926,1000,32,,,97.35679455763912,1886.558578440728
51,cloud,cloud-location-1,8,1332,1000,32,,,97.371915275323,1216.053116857101
52,cloud,cloud-location-1,16,1230,1000,64,,,98.52166929563852,3553.0748081037937
53,cloud,cloud-location-1,32,1448,1000,64,,,99.68095756688976,4302.754416883736
54,cloud,cloud-location-1,32,940,1000,64,,,99.02560488583444,4462.8189167371875
55,cloud,cloud-location-1,16,953,1000,32,,,97.97271999895004,2460.3265582773233
56,cloud,cloud-location-1,4,1225,1000,16,,,97.81757175683244,891.8288750530081
57,cloud,cloud-location-1,16,999,1000,32,,,97.86566232229636,3019.102359007949
58,cloud,cloud-location-1,16,1082,1000,64,,,98.25808738699178,3003.830280071913
59,cloud,cloud-location-1,32,1454,1000,64,,,99.039934934558,5097.432758343566
60,fog,fog-location-0,4,1188,1000,8,669.1424262728376,1221.8806993420474,96.84144173245534,666.0799678614015
61,fog,fog-location-0,4,974,1000,8,516.1234107589189,4800.955449318434,90.65828944740078,901.5740567498992
62,fog,fog-location-0,4,526,1000,16,718.0054519758165,1788.075370352771,99.04533041003027,424.0099905986403
63,fog,fog-location-0,2,750,1000,8,2190.0027180498014,1575.7205041090965,95.89077799518996,337.85637487923293
64,fog,fog-location-0,4,793,1000,8,236.98474617644897,1044.0714897684406,90.13985668662843,1100.6386263124612
