# generated at: 2026-05-25 17:39:30.501368
#
#### Overview
# nodes: 100
# cloud clusters: 3
# 	max size: 8
# 	min size: 6
# fog clusters: 23
# 	max size: 5
# 	min size: 2
# nodes with bandwidth specified: 30
# 	cloud: 6
# 	fog: 24
# total CPU cores: 582
# total memory GiB: 1844
# total ingress Mbps: 152356.55497915513
# total egress Mbps: 135751.7852622366
#
#### Used Config
#
# n: 100
# cloud_size_percentage: 20
# fog_size_percentage: 80
# min_max_cloud_cluster_size_percentage: [5, 13]
# min_max_fog_cluster_size_percentage: [2, 5]
# cloud_node_types: ['T4', 'T5', 'T6', 'T7', 'T8', 'T9', 'T10']
# fog_node_types: ['T1', 'T2', 'T3', 'T4']
# base_node_single_core_score: 1000
# min_max_cloud_node_single_core_score: [900, 1800]
# min_max_fog_node_single_core_score: [500, 1200]
# min_max_cluster_node_cost_per_core: [100, 300]
# nodes_with_bandwidth_capacity_percentage: 30
# min_max_ingress_bandwidth_per_core: [10, 1500]
# min_max_egress_bandwidth_per_core: [10, 1500]
# min_max_cloud_uptime_percentage_30_days: [97, 100]
# min_max_fog_uptime_percentage_30_days: [90, 100]
# min_max_intra_cluster_latencies: [2, 5]
# min_max_inter_cluster_latencies: [15, 50]
#
hostname,layer,location,cpu_cores,single_core_score,base_single_core_score,memory_GiB,ingress_bandwidth_Mbps,egress_bandwidth_Mbps,uptime_30d_percentage,cost
0,cloud,cloud-location-0,16,1009,1000,64,2316.5348820451727,17556.802898078768,97.5806484838219,2558.012363272461
1,cloud,cloud-location-0,16,1044,1000,32,7213.058693487208,8485.784892930378,99.12777316846257,2264.7360173187367
2,cloud,cloud-location-0,8,1186,1000,16,1335.2478297528423,9274.184861793268,99.21931606128511,1479.311806978555
3,cloud,cloud-location-0,8,1091,1000,32,9352.295659498011,1256.903933891161,98.0472929089716,1971.5197026172386
4,cloud,cloud-location-0,4,1210,1000,16,3129.6884119146775,3046.8608431569023,97.14052395211169,958.9385042648672
5,cloud,cloud-location-0,32,1719,1000,64,23769.726555136225,20602.701911801945,98.74212195709086,7256.343290441395
6,cloud,cloud-location-1,32,1651,1000,128,40385.97040446271,7997.103036989094,97.61476126482063,5796.531234322083
7,cloud,cloud-location-1,8,1536,1000,16,,,98.75805892313787,1518.2575492362334
8,cloud,cloud-location-1,32,1535,1000,128,,,99.7605754850405,6829.8708343608705
9,cloud,cloud-location-1,16,1144,1000,64,,,97.53349780430035,4444.079418954259
10,cloud,cloud-location-1,8,1733,1000,32,,,99.1330092456868,1283.1895029297277
11,cloud,cloud-location-1,32,1068,1000,128,,,98.27724722848347,7257.792456290399
12,cloud,cloud-location-2,8,1634,1000,32,,,98.94957951242014,1663.5325524584457
13,cloud,cloud-location-2,16,997,1000,32,,,98.191398034603,4379.395785958717
14,cloud,cloud-location-2,8,1260,1000,16,,,99.40556145239631,2043.1745755960087
15,cloud,cloud-location-2,16,1754,1000,32,,,98.43388777681507,4398.633094630075
16,cloud,cloud-location-2,16,1277,1000,64,,,98.15939368647219,4124.129447372892
17,cloud,cloud-location-2,8,1317,1000,16,,,98.65197902690983,1052.4550871417812
18,cloud,cloud-location-2,32,1499,1000,128,,,97.55524344723086,7384.443684990052
19,cloud,cloud-location-2,8,1395,1000,16,,,98.54282891867908,1830.8254518302658
20,fog,fog-location-0,4,520,1000,16,2660.1595313690646,5664.1359857189345,91.40510283521108,642.102353646412
21,fog,fog-location-0,2,624,1000,8,289.4399414018849,2380.861860834243,94.64574689903147,226.64622097176252
22,fog,fog-location-0,4,663,1000,8,344.1571989789759,4136.812159501946,92.42018801882044,944.0122572186355
23,fog,fog-location-1,2,1054,1000,4,2650.8952498341037,2482.0559880131345,90.5818375292864,599.1615428802579
24,fog,fog-location-1,4,977,1000,8,68.17506369268379,5008.107047104741,90.92468604746745,537.1030408518504
25,fog,fog-location-2,2,620,1000,8,2808.867797828796,2800.9615087240895,90.92877657010169,300.32205949973377
26,fog,fog-location-2,4,642,1000,8,279.60811017521667,2875.255592658592,90.80598504581145,1115.8992157558314
27,fog,fog-location-3,4,851,1000,16,4396.6763719944165,5095.450310576505,98.68459229974337,734.4038222945546
