# generated at: 2026-05-25 18:08:09.470624
#
# total pods: 1606
# total workloads: 189
# total requested memory of goal:  57.1%
# total requested CPU of goal: 53.0%
# total requested ingress of goal: 8.5%
# total requested egress of goal: 9.3%
#
# total_cpu_cores: 1664
# total_memory_GB: 4968
# total_ingress: 431344.0534808123
# total_egress: 384045.2024598572
# target_utilization_percent: 60
# number_of_apps: 12
# min_max_api_composition_workloads_top_level: [3, 6]
# min_max_api_composition_call_depth: [3, 7]
# min_max_api_composition_randomly_connected_workloads_percent: 20
# min_max_messaging_workloads_per_app: [3, 7]
# min_max_messaging_call_depth: [0, 1]
# min_max_replication: [3, 12]
# fog_only_workloads_percentage: 10
# cloud_only_workloads_percentage: 10
# uptime_request_workloads_percentage: 10
# min_max_uptime_request_percentage_30_days: [92, 100]
# bandwidth_request_workloads_percentage: 7
# min_max_ingress_bandwidth_request_per_core: [5, 1500]
# min_max_egress_bandwidth_request_per_core: [5, 1500]
# latency_request_workloads_percentage: 10
# max_latency_request_to_neighbors_percentage: 10
# min_max_latency_request_value: [7, 30]
# min_max_cpu_request_cores: [0.1, 1]
# min_max_memory_request_GB: [0.5, 3]
#
id,app_id,app_type,workload_id,replica_id,layer,cpu_request_cores,memory_request_GiB,ingress_bandwidth_request_Mbps,egress_bandwidth_request_Mbps,uptime_30d_percentage_request
app-msg-0-workload-0-replica-0,0,messaging,0,0,edge-cloud,0.4,1.3,,,
app-msg-0-workload-1-replica-0,0,messaging,1,0,edge-cloud,0.7,1.7,,,
app-msg-0-workload-2-replica-0,0,messaging,2,0,edge-cloud,0.3,1.0,,,
app-msg-0-workload-3-replica-0,0,messaging,3,0,edge-cloud,0.6,0.9,,,
app-msg-0-workload-4-replica-0,0,messaging,4,0,edge-cloud,0.6,2.2,,,
app-msg-0-workload-5-replica-0,0,messaging,5,0,edge-cloud,0.5,0.6,,,94
app-api-comp-1-workload-0-replica-0,1,api-composition,0,0,0,0.7,1.0,,,
app-api-comp-1-workload-1-replica-0,1,api-composition,1,0,1,0.9,0.6,,,
app-api-comp-1-workload-2-replica-0,1,api-composition,2,0,2,0.4,0.6,,,
app-api-comp-1-workload-3-replica-0,1,api-composition,3,0,3,1.0,1.8,,,
app-api-comp-1-workload-4-replica-0,1,api-composition,4,0,4,0.3,2.8,,,
app-api-comp-1-workload-5-replica-0,1,api-composition,5,0,5,0.7,1.3,,,93
app-api-comp-1-workload-6-replica-0,1,api-composition,6,0,6,0.4,1.5,,,
app-api-comp-1-workload-7-replica-0,1,api-composition,7,0,0,0.6,0.6,,,
app-api-comp-1-workload-8-replica-0,1,api-composition,8,0,1,0.4,2.4,,,99
app-api-comp-1-workload-9-replica-0,1,api-composition,9,0,2,0.5,3.0,,,
app-api-comp-1-workload-10-replica-0,1,api-composition,10,0,3,0.3,2.7,,,
app-api-comp-1-workload-11-replica-0,1,api-composition,11,0,0,0.4,2.6,,,
app-api-comp-1-workload-12-replica-0,1,api-composition,12,0,1,0.3,1.7,,,
app-api-comp-1-workload-13-replica-0,1,api-composition,13,0,2,0.7,2.7,,,
app-api-comp-1-workload-14-replica-0,1,api-composition,14,0,3,1.0,2.0,,,
app-api-comp-1-workload-15-replica-0,1,api-composition,15,0,0,0.6,2.9,,,
app-api-comp-1-workload-16-replica-0,1,api-composition,16,0,1,0.7,1.8,,,
app-api-comp-1-workload-17-replica-0,1,api-composition,17,0,2,0.2,0.6,,,
app-api-comp-1-workload-18-replica-0,1,api-composition,18,0,3,0.6,2.2,,,
app-api-comp-1-workload-19-replica-0,1,api-composition,19,0,4,0.5,2.0,,,
app-api-comp-1-workload-20-replica-0,1,api-composition,20,0,5,0.3,1.4,,,
app-api-comp-1-workload-21-replica-0,1,api-composition,21,0,0,0.2,1.1,,,
app-api-comp-1-workload-22-replica-0,1,api-composition,22,0,1,0.9,1.2,,,
app-api-comp-1-workload-23-replica-0,1,api-composition,23,0,2,0.3,1.5,,,
app-api-comp-1-workload-24-replica-0,1,api-composition,24,0,3,0.5,2.2,,,
app-msg-2-workload-0-replica-0,2,messaging,0,0,edge-cloud,0.2,1.5,,,
app-msg-2-workload-1-replica-0,2,messaging,1,0,fog,0.1,1.7,,,
app-msg-2-workload-2-replica-0,2,messaging,2,0,edge-cloud,0.7,2.2,438.9,317.79999999999995,
app-api-comp-3-workload-0-replica-0,3,api-composition,0,0,0,0.4,2.3,,,
app-api-comp-3-workload-1-replica-0,3,api-composition,1,0,1,0.7,1.5,,,
app-api-comp-3-workload-2-replica-0,3,api-composition,2,0,2,0.4,2.3,,,
app-api-comp-3-workload-3-replica-0,3,api-composition,3,0,3,0.7,2.4,620.9,992.5999999999999,
app-api-comp-3-workload-4-replica-0,3,api-composition,4,0,4,0.7,1.3,,,
app-api-comp-3-workload-5-replica-0,3,api-composition,5,0,0,0.9,2.0,,,
app-api-comp-3-workload-6-replica-0,3,api-composition,6,0,1,0.3,1.3,,,97
app-api-comp-3-workload-7-replica-0,3,api-composition,7,0,2,0.3,3.0,,,
app-api-comp-3-workload-8-replica-0,3,api-composition,8,0,3,0.4,2.4,,,
app-api-comp-3-workload-9-replica-0,3,api-composition,9,0,0,0.1,1.3,,,
app-api-comp-3-workload-10-replica-0,3,api-composition,10,0,1,0.3,2.0,,,
app-api-comp-3-workload-11-replica-0,3,api-composition,11,0,2,0.7,1.6,,,
app-api-comp-3-workload-12-replica-0,3,api-composition,12,0,3,0.2,2.8,,,
app-api-comp-3-workload-13-replica-0,3,api-composition,13,0,4,0.8,1.6,,,
app-api-comp-3-workload-14-replica-0,3,api-composition,14,0,5,0.9,0.7,,,
app-api-comp-3-workload-15-replica-0,3,api-composition,15,0,6,0.7,1.2,,,
app-api-comp-4-workload-0-replica-0,4,api-composition,0,0,0,1.0,2.0,,,99
app-api-comp-4-workload-1-replica-0,4,api-composition,1,0,1,0.7,2.0,,,
app-api-comp-4-workload-2-replica-0,4,api-composition,2,0,2,0.6,1.6,,,
app-api-comp-4-workload-3-replica-0,4,api-composition,3,0,3,0.1,1.2,,,
app-api-comp-4-workload-4-replica-0,4,api-composition,4,0,4,0.3,2.9,,,
app-api-comp-4-workload-5-replica-0,4,api-composition,5,0,0,0.9,0.9,689.4,832.5,
app-api-comp-4-workload-6-replica-0,4,api-composition,6,0,1,0.4,1.5,,,
app-api-comp-4-workload-7-replica-0,4,api-composition,7,0,2,0.6,1.9,492.0,282.59999999999997,
app-api-comp-4-workload-8-replica-0,4,api-composition,8,0,3,0.3,1.7,,,
app-api-comp-4-workload-9-replica-0,4,api-composition,9,0,4,0.6,1.3,,,
app-api-comp-4-workload-10-replica-0,4,api-composition,10,0,5,0.7,2.6,,,
app-api-comp-4-workload-11-replica-0,4,api-composition,11,0,0,0.3,2.4,,,
app-api-comp-4-workload-12-replica-0,4,api-composition,12,0,1,0.6,0.6,,,
app-api-comp-4-workload-13-replica-0,4,api-composition,13,0,2,0.8,2.3,,,
app-api-comp-4-workload-14-replica-0,4,api-composition,14,0,3,0.4,0.9,,,99
app-api-comp-4-workload-15-replica-0,4,api-composition,15,0,4,0.5,2.8,,,
app-api-comp-4-workload-16-replica-0,4,api-composition,16,0,0,0.4,2.5,284.0,394.8,
app-api-comp-4-workload-17-replica-0,4,api-composition,17,0,1,0.5,0.7,,,94
app-api-comp-4-workload-18-replica-0,4,api-composition,18,0,2,0.9,1.7,,,
app-api-comp-4-workload-19-replica-0,4,api-composition,19,0,3,0.4,2.1,,,
app-api-comp-4-workload-20-replica-0,4,api-composition,20,0,4,0.5,1.8,724.5,483.0,
app-api-comp-4-workload-21-replica-0,4,api-composition,21,0,0,1.0,1.9,,,
app-api-comp-4-workload-22-replica-0,4,api-composition,22,0,1,0.9,2.9,,,
