# generated at: 2026-05-25 18:42:46.317086
#
#### Overview
# nodes: 900
# cloud clusters: 2
# 	max size: 116
# 	min size: 64
# fog clusters: 24
# 	max size: 45
# 	min size: 12
# nodes with bandwidth specified: 270
# 	cloud: 54
# 	fog: 216
# total CPU cores: 5406
# total memory GiB: 16564
# total ingress Mbps: 1229973.7883594187
# total egress Mbps: 1288194.5525465729
#
#### Used Config
#
# n: 900
# cloud_size_percentage: 20
# fog_size_percentage: 80
# min_max_cloud_cluster_size_percentage: [5, 15]
# min_max_fog_cluster_size_percentage: [1, 5]
# cloud_node_types: ['T4', 'T5', 'T6', 'T7', 'T8', 'T9', 'T10']
# fog_node_types: ['T1', 'T2', 'T3', 'T4']
# base_node_single_core_score: 1000
# min_max_cloud_node_single_core_score: [900, 1800]
# min_max_fog_node_single_core_score: [500, 1200]
# min_max_cluster_node_cost_per_core: [100, 300]
# nodes_with_bandwidth_capacity_percentage: 30
# min_max_ingress_bandwidth_per_core: [10, 1500]
# min_max_egress_bandwidth_per_core: [10, 1500]
# min_max_cloud_uptime_percentage_30_days: [97, 100]
# min_max_fog_uptime_percentage_30_days: [90, 100]
# min_max_intra_cluster_latencies: [2, 5]
# min_max_inter_cluster_latencies: [15, 50]
#
hostname,layer,location,cpu_cores,single_core_score,base_single_core_score,memory_GiB,ingress_bandwidth_Mbps,egress_bandwidth_Mbps,uptime_30d_percentage,cost
0,cloud,cloud-location-0,32,1606,1000,64,19314.62112715929,46181.84730785943,99.69915360508769,8935.405012422212
1,cloud,cloud-location-0,8,1074,1000,16,397.4031720627684,11471.816590578526,97.81217902156652,1252.287116714282
2,cloud,cloud-location-0,4,1251,1000,16,2035.7492832322826,1380.130370881894,98.9963892460029,1100.4013461492743
3,cloud,cloud-location-0,8,1694,1000,16,2793.640357452636,5277.333796947083,97.0396368776718,1445.936511765483
4,cloud,cloud-location-0,16,1701,1000,32,288.52689859087457,18619.519160060696,97.4476217602916,4731.906262488456
5,cloud,cloud-location-0,32,1650,1000,128,8744.361438661103,26112.5217968649,98.40583559598825,9446.981939936064
6,cloud,cloud-location-0,16,967,1000,64,5007.55831799679,18001.088268680523,99.53913903493418,4274.63065842783
7,cloud,cloud-location-0,8,1402,1000,32,7128.455710138946,3436.4541015418376,99.80378649387755,2150.3172555313845
8,cloud,cloud-location-0,16,1232,1000,32,13430.390877600934,22426.799744881515,99.16059114871756,2936.803177900371
9,cloud,cloud-location-0,16,1198,1000,32,20452.1761758993,21160.835857816008,97.26218625405355,3864.332055929709
10,cloud,cloud-location-0,16,1739,1000,32,4197.766927546138,945.1898201964776,99.38349506171977,4473.72752418189
11,cloud,cloud-location-0,16,914,1000,32,1191.6390759835454,16205.46270868398,98.14104603635465,3465.1611567669397
12,cloud,cloud-location-0,16,1589,1000,64,3588.0462195468463,4024.5621190003717,97.36937173159616,3533.074184428714
13,cloud,cloud-location-0,32,1281,1000,64,35073.058056278474,24997.422213511996,99.10864396804192,5973.724327495142
14,cloud,cloud-location-0,4,1246,1000,16,5496.439754744343,4144.2102475069705,97.16337441013675,463.37351725708186
15,cloud,cloud-location-0,32,1634,1000,128,22937.27105617572,6708.1983982381125,99.45871305970365,4845.2230529182325
16,cloud,cloud-location-0,16,1227,1000,64,23737.865030713365,19859.866894907616,98.87728594994537,3996.0229235110305
17,cloud,cloud-location-0,16,1192,1000,64,14960.155573677468,16906.134994406955,98.24827766413307,1827.564206857161
18,cloud,cloud-location-0,16,1465,1000,32,3847.7011994548293,488.81185268417534,99.43485982478316,2899.3244961866976
19,cloud,cloud-location-0,16,1185,1000,64,20187.152182378068,825.5677896046066,97.2486592383593,1708.7833924028525
20,cloud,cloud-location-0,8,1435,1000,32,10499.321060282986,660.7600346448344,97.0800739582083,2315.99760054019
21,cloud,cloud-location-0,4,1326,1000,16,1640.3199597222608,4463.949618377414,97.5954046925746,992.0661744577463
22,cloud,cloud-location-0,16,911,1000,32,21773.360792257015,17756.244212830574,98.94613090459437,3010.850893458313
23,cloud,cloud-location-0,16,1065,1000,64,2086.690509652416,21560.183905932925,98.70003755039085,2464.1567957506627
24,cloud,cloud-location-0,32,1655,1000,64,47362.98781185017,26604.880522823765,99.13133892731409,5952.300976305478
25,cloud,cloud-location-0,16,991,1000,64,7280.089056335505,14876.553952914377,98.05184932405476,3724.7407880636224
26,cloud,cloud-location-0,16,1457,1000,32,1304.4527266265084,13260.481189565597,98.21899706604243,4238.18031699723
27,cloud,cloud-location-0,8,1026,1000,16,11792.599758240494,4701.573409091988,98.30751382405319,1209.3943654681852
28,cloud,cloud-location-0,16,1048,1000,64,4743.099777370416,16636.8465660383,99.45975640817441,3359.4040836533263
29,cloud,cloud-location-0,16,1716,1000,32,16857.646953541353,5360.542973771555,98.03540798757253,1907.352768593742
30,cloud,cloud-location-0,8,1028,1000,16,7652.096221625804,1729.8286193967522,99.839128270371,1005.5937193247887
31,cloud,cloud-location-0,32,1586,1000,64,46182.67536615265,14640.57991836082,99.20670776230791,6217.416358949787
32,cloud,cloud-location-0,8,1255,1000,16,2829.530708238348,4579.143544349184,98.49648323711428,1985.176688709921
33,cloud,cloud-location-0,32,1551,1000,128,5883.787410038214,22484.477299906543,98.87214631341325,7749.453213384148
34,cloud,cloud-location-0,16,1418,1000,32,22350.364062178785,19682.05239121469,97.14491637872187,3933.8882045943446
35,cloud,cloud-location-0,32,1176,1000,64,47011.428334149,38986.19467700247,98.42407595326237,3845.8710293709587
