hostname,layer,location,cpu_cores,single_core_score,base_single_core_score,memory_GiB,ingress_bandwidth_Mbps,egress_bandwidth_Mbps,uptime_30d_percentage,cost
0,cloud,cloud-location-0,8,1336,1000,32,657.5153835932297,11682.209408636874,97.02142800166096,1929.9967275067488
1,cloud,cloud-location-0,4,1534,1000,16,5299.495546051195,5356.212448506369,97.46362776789104,912.2084598177312
2,cloud,cloud-location-0,32,906,1000,64,15276.299994040632,14960.034773283554,97.48528621312288,5324.636792592588
3,cloud,cloud-location-0,4,1516,1000,16,2186.319075882492,935.6864251176936,97.35587051665811,674.2298188103084
4,cloud,cloud-location-0,16,1339,1000,32,21953.30721344152,19535.16414414441,95.62861132555896,3086.6564737086846
5,cloud,cloud-location-0,8,1065,1000,16,10842.912446833972,8920.435426555161,100.0,2255.276195445843
6,cloud,cloud-location-0,4,1298,1000,16,2752.508259497054,3153.530712202623,97.30860308641913,1017.933152373291
7,cloud,cloud-location-0,4,1135,1000,16,1964.6028480514228,3047.960491045167,96.63209415518882,1095.6196106275422
8,cloud,cloud-location-0,16,1393,1000,64,17135.06345653735,12533.385466481266,100.0,2687.640928677679
9,cloud,cloud-location-0,4,1796,1000,16,5399.837239855006,2588.639646308536,100.0,676.6127966852753
10,cloud,cloud-location-0,4,1501,1000,16,5853.651312411395,3358.36733895605,98.18629880140566,574.6220759961917
11,cloud,cloud-location-0,32,1597,1000,64,6385.805974197951,20808.334770696,98.93699449077216,4088.0060177118057
12,cloud,cloud-location-0,4,1019,1000,16,4718.944473289367,4891.895390259831,99.99700788267424,580.3692903287296
13,cloud,cloud-location-0,8,1041,1000,16,84.73169764250109,5341.375540013103,96.5144916758292,1872.898299996405
14,cloud,cloud-location-0,8,1599,1000,32,4258.374181827015,4607.284321549152,98.30373573275908,1589.242999282058
15,cloud,cloud-location-1,32,1321,1000,64,7800.169882666378,24528.781653280297,97.1884783117638,9030.759364351608
16,cloud,cloud-location-1,16,1616,1000,64,11236.492284804928,22931.87717089225,95.339468034388,4177.675714578139
17,cloud,cloud-location-1,32,953,1000,64,18254.35571602533,22723.05196463804,97.48102245942734,7651.606383379368
18,cloud,cloud-location-1,4,1443,1000,16,,,96.00544772273469,557.606755246333
19,cloud,cloud-location-1,16,1049,1000,64,,,99.98556668349794,4521.840949372437
20,cloud,cloud-location-1,16,1473,1000,64,,,99.7899967637238,1913.2398456444284
21,cloud,cloud-location-1,8,1691,1000,32,,,98.5774168606064,2159.419178861446
22,cloud,cloud-location-1,32,1346,1000,64,,,97.1507651216778,8251.031273392837
23,cloud,cloud-location-1,16,1625,1000,64,,,98.0,3871.821115966202
24,cloud,cloud-location-1,16,1483,1000,64,,,98.70452354888504,2341.9696578261132
25,cloud,cloud-location-1,16,1533,1000,32,,,100.0,2882.2882378163304
26,cloud,cloud-location-1,4,1536,1000,16,,,100.0,1187.5787581919333
27,cloud,cloud-location-1,16,1534,1000,64,,,97.19937583744614,4630.280267004146
28,cloud,cloud-location-1,16,1275,1000,32,,,97.5224604231782,3594.9063290540607
29,cloud,cloud-location-1,16,957,1000,32,,,100.0,2303.5165222639203
30,cloud,cloud-location-1,32,1443,1000,64,,,100.0,7995.821233479951
31,cloud,cloud-location-1,4,1415,1000,16,,,99.2049590012444,1141.067448121959
32,cloud,cloud-location-1,8,953,1000,16,,,99.74496808199812,1853.0321915591592
33,cloud,cloud-location-1,16,1069,1000,32,,,91.30877332396484,2629.225953818345
34,cloud,cloud-location-1,16,1089,1000,64,,,99.57173619917796,2829.9286257466833
35,cloud,cloud-location-1,4,1644,1000,16,,,100.0,974.5234416863836
36,cloud,cloud-location-1,8,1486,1000,16,,,98.0,863.2988530013594
37,cloud,cloud-location-2,16,1080,1000,32,,,99.8055866962889,1651.7730133947198
38,cloud,cloud-location-2,16,971,1000,32,,,95.0946614989292,2675.888937476061
39,cloud,cloud-location-2,16,1401,1000,64,,,97.08258719979946,4545.129400148062
40,cloud,cloud-location-2,32,1735,1000,128,,,98.37923805521486,4555.468496183235
41,cloud,cloud-location-2,32,1499,1000,128,,,95.70882425273432,8175.778686094135
42,cloud,cloud-location-2,32,1796,1000,64,,,93.97082394952152,4959.098182070618
43,cloud,cloud-location-2,32,965,1000,64,,,99.53949200104051,9452.467019440415
44,cloud,cloud-location-2,16,1009,1000,32,,,98.75600632889262,3240.6217820988595
45,cloud,cloud-location-2,16,1029,1000,64,,,99.21631683453822,3489.1305906075095
46,cloud,cloud-location-2,8,1188,1000,32,,,97.6022276364486,1055.6476910052618
47,cloud,cloud-location-2,8,1728,1000,16,,,93.95011499334026,1017.2760206877068
48,cloud,cloud-location-2,8,1762,1000,16,,,99.99201608706652,1110.017499828279
49,cloud,cloud-location-2,16,1492,1000,32,,,95.10510691805077,1940.025521864828
50,cloud,cloud-location-2,16,1375,1000,32,,,96.90903490228216,2782.615694275709
51,cloud,cloud-location-2,8,1436,1000,16,,,97.16484570847511,2189.272731325305
52,cloud,cloud-location-2,32,1664,1000,128,,,94.91359565049524,3259.198100723173
53,cloud,cloud-location-2,8,947,1000,16,,,98.0,982.4367975541928
54,cloud,cloud-location-2,4,1107,1000,16,,,98.0,789.7556964478741
55,cloud,cloud-location-2,32,1559,1000,128,,,95.48656533548404,6502.6756779133375
56,cloud,cloud-location-2,16,1657,1000,32,,,100.0,1852.68168669529
57,cloud,cloud-location-2,8,1573,1000,16,,,98.0,1741.6077324183934
58,cloud,cloud-location-2,8,1789,1000,16,,,95.74136503355292,2300.14328652983
59,cloud,cloud-location-2,16,1524,1000,32,,,96.1070542386621,1841.7392671528437
60,fog,fog-location-0,2,984,1000,8,2865.112596618522,2138.38159540543,98.43354806004,521.7295598990387
61,fog,fog-location-0,4,612,1000,8,4382.977511063882,287.18663262443636,98.02435494706212,710.619138274088
62,fog,fog-location-0,4,856,1000,8,308.4505384892769,2755.7874135929624,100.0,1069.7913067895363
63,fog,fog-location-0,2,1038,1000,8,2028.833978136954,194.69017441765095,95.26134803385568,303.0728730699874
64,fog,fog-location-0,2,715,1000,4,520.2108397795876,2957.633098465552,93.05912000559016,566.4966741237348
65,fog,fog-location-0,2,631,1000,4,104.6514454227171,2300.5953119120686,94.23984991493788,486.4306848401539
66,fog,fog-location-1,2,1125,1000,4,755.80033635552,865.8269222379915,96.68895962499808,367.770474588066
67,fog,fog-location-1,2,1127,1000,4,624.31346740754,421.1322596408108,96.70533815812456,374.286047346101
68,fog,fog-location-1,4,794,1000,8,1741.6434270587515,4177.924474711042,94.1989660886348,801.9633108356131
69,fog,fog-location-1,4,721,1000,16,1588.6865134806526,2179.5393137739416,100.0,812.7985128210585
70,fog,fog-location-1,2,538,1000,4,2643.7764793694546,479.869116439482,99.45510716792391,567.3161759372852
71,fog,fog-location-1,2,1166,1000,4,413.575104089097,48.91397224312216,95.3462741112562,339.5635529730706
72,fog,fog-location-1,2,974,1000,4,432.4258536120081,227.640121314919,99.6461220681068,281.23897453274435
73,fog,fog-location-1,4,871,1000,16,1307.9167145263618,5841.655980772063,97.3777933488525,691.0360773905009
74,fog,fog-location-1,4,934,1000,8,151.07436878125827,2697.638487462203,95.90607251870742,1088.1189155534198
75,fog,fog-location-1,2,825,1000,8,,,98.0,523.9427759554251
76,fog,fog-location-1,2,578,1000,8,2040.9079600387545,1821.619516461796,90.68466455875615,526.6716146333273
77,fog,fog-location-1,4,858,1000,8,5456.69446641329,3590.8825010750825,93.910159242126,671.3997964026227
78,fog,fog-location-1,4,857,1000,8,3398.092064142697,5038.44747694062,98.0,950.752145359357
79,fog,fog-location-2,4,626,1000,16,2608.6683739153523,314.3960661402058,92.77643295182756,1034.2737626262196
80,fog,fog-location-2,2,655,1000,4,2764.270147829987,1808.4656864856584,90.80759650570218,267.23690690501644
81,fog,fog-location-2,4,936,1000,16,1931.1357964653807,279.44039375694695,97.00538171997542,1172.1018693176416
82,fog,fog-location-2,2,1072,1000,4,112.3596242641442,2348.553795852222,90.69055353931586,495.29249675073186
83,fog,fog-location-2,2,866,1000,8,990.0079372066564,753.9193541050454,98.0,431.40381471802226
84,fog,fog-location-2,2,1088,1000,4,2175.3674060907474,2948.995979046076,89.48021315973536,497.36125514810954
85,fog,fog-location-2,4,1162,1000,16,5415.024045454656,458.3582105080529,100.0,664.3592052422106
86,fog,fog-location-2,4,1066,1000,8,358.16534827992564,651.5871251967474,95.12814212742714,428.0509317148141
87,fog,fog-location-2,4,1117,1000,16,4176.941630082362,1451.49985195465,95.9941299077156,813.5968119032154
88,fog,fog-location-2,2,1150,1000,4,2569.252229277258,2890.9245927068,98.12866558187966,584.5591552407857
89,fog,fog-location-2,2,525,1000,4,1430.3767994347982,2891.7041749073787,96.96283813107854,553.9509055199942
90,fog,fog-location-2,4,657,1000,8,4946.7478047091045,2117.063652720562,98.19534338186598,848.3869169670933
91,fog,fog-location-2,4,519,1000,16,2282.1373529108373,2620.3749557113447,92.79698468361616,1138.187836558707
92,fog,fog-location-3,2,940,1000,8,2650.894299595572,149.31780341478373,96.3368063262334,442.12212498858
93,fog,fog-location-3,4,797,1000,8,5921.613665383146,3012.355435641326,93.17586948585036,560.9517284548092
94,fog,fog-location-3,4,988,1000,8,,,99.5028640491925,455.66330433948315
95,fog,fog-location-3,2,1120,1000,4,1476.498140280412,927.5335243136582,92.63376470476304,578.5532926318776
96,fog,fog-location-3,2,833,1000,4,2908.074843782095,1630.7602363881983,98.0,451.07602678215414
97,fog,fog-location-3,4,628,1000,16,740.6431739866838,4730.005795733774,99.18905349060071,679.6689053659941
98,fog,fog-location-3,4,999,1000,8,5553.985171385765,4869.632651168035,98.36273869956828,697.5884453054064
99,fog,fog-location-3,4,534,1000,16,1973.3616608722448,4354.863987235624,93.97988853019427,985.2051676308
100,fog,fog-location-4,4,579,1000,16,2300.240519100365,5318.470311619063,91.0531418589982,506.24200581453175
101,fog,fog-location-4,4,1012,1000,8,5429.642852878895,2890.285265336437,87.24468948935836,800.3049389301941
102,fog,fog-location-4,4,629,1000,8,3943.4336244134706,5650.697738411569,96.6143746006711,954.2463884751346
103,fog,fog-location-4,4,562,1000,16,1928.2079850046068,4954.259858435843,95.02202859875042,821.0655302057928
104,fog,fog-location-4,2,566,1000,8,2195.5635398746863,546.7682128895465,100.0,391.21294552561017
105,fog,fog-location-4,2,811,1000,4,1697.1192136699126,1328.8545325303946,93.96892367144216,275.86568060167133
106,fog,fog-location-4,4,521,1000,16,,,92.0732245953211,1115.0686829969386
107,fog,fog-location-4,4,581,1000,8,4290.383425928071,369.0148299562181,92.83220808883924,438.3857237181003
108,fog,fog-location-4,4,732,1000,8,1010.4791589049498,68.47027075387672,99.08513719722906,506.3045847326273
109,fog,fog-location-4,2,827,1000,4,777.4409974151056,1729.185440047229,92.0,412.6725927446354
110,fog,fog-location-4,4,745,1000,8,4524.845724884544,3782.262335655905,92.63338624918391,782.3850592386029
111,fog,fog-location-4,4,999,1000,16,706.6113591611115,2927.1950894871543,94.2495441863763,972.15628775847
112,fog,fog-location-4,2,965,1000,4,690.606746779086,1273.3297375949596,97.02813400275328,441.4101314911056
113,fog,fog-location-4,4,990,1000,8,5110.011783717548,721.80534996698,90.98539223948438,1163.8062787442225
114,fog,fog-location-5,2,901,1000,4,,,96.7679922809098,469.18511623808314
115,fog,fog-location-5,2,730,1000,8,2927.2017704649124,1218.807754161974,94.98631886359767,242.75951348851535
116,fog,fog-location-5,4,704,1000,8,1176.5973267188654,5764.863740022762,90.51301906831203,462.89119867796
117,fog,fog-location-5,2,929,1000,4,1474.1810485388028,964.4995212634212,96.43684011757682,364.9014439328127
118,fog,fog-location-5,4,696,1000,8,4923.877274138544,3822.6031056751704,98.4446635788326,663.1865508467899
119,fog,fog-location-5,4,585,1000,16,2344.5901958983914,845.4799418126772,94.70684362685144,835.0973923448364
120,fog,fog-location-5,4,1015,1000,8,1409.3521879035522,646.7540341514174,92.87178405330012,494.29100376938334
121,fog,fog-location-6,2,833,1000,4,941.0865653881308,2505.4759638624214,95.3154695646936,265.1691027861142
122,fog,fog-location-6,4,604,1000,8,1338.4520103529835,4705.558424208268,93.5675216595546,440.65875975871666
123,fog,fog-location-6,4,942,1000,8,1757.167815252424,4183.1279816828865,97.83929175146258,690.8853232823026
124,fog,fog-location-6,2,810,1000,8,2615.8881589929147,1334.8268472902212,99.76811690752274,469.1117242572548
125,fog,fog-location-6,2,872,1000,4,2481.398722893289,1856.256652109784,94.78441563644736,588.3421806768733
