# generated at: 2024-07-08 11:37:05.906002
#
# nodes: 10000
# cloud clusters: 6
# 	max size: 966
# 	min size: 108
# fog clusters: 1152
# 	max size: 10
# 	min size: 2
# nodes with bandwidth specified: 1000
# 	cloud: 300
# 	fog: 700
# total CPU cores: 70558
# total memory GiB: 215328
# total ingress Mbps: 5742820.607368143
# total egress Mbps: 5337681.1826806255
#
# n: 10000
# cloud_size_percentage: 30
# fog_size_percentage: 70
# min_max_cloud_cluster_size_percentage: [1, 10]
# min_max_fog_cluster_size_percentage: [0.03, 0.1]
# cloud_node_types: ['T4', 'T5', 'T6', 'T7', 'T8', 'T9', 'T10']
# fog_node_types: ['T1', 'T2', 'T3', 'T4']
# base_node_single_core_score: 1000
# min_max_cloud_node_single_core_score: [900, 1800]
# min_max_fog_node_single_core_score: [500, 1200]
# min_max_cluster_node_cost_per_core: [100, 300]
# nodes_with_bandwidth_capacity_percentage: 10
# min_max_ingress_bandwidth_per_core: [10, 1500]
# min_max_egress_bandwidth_per_core: [10, 1500]
# min_max_cloud_uptime_percentage_30_days: [97, 100]
# min_max_fog_uptime_percentage_30_days: [90, 100]
# min_max_intra_cluster_latencies: [2, 5]
# min_max_inter_cluster_latencies: [15, 50]
#
hostname,layer,location,cpu_cores,single_core_score,base_single_core_score,memory_GiB,ingress_bandwidth_Mbps,egress_bandwidth_Mbps,uptime_30d_percentage,cost
0,cloud,cloud-location-0,16,1604,1000,64,3746.688356165453,21232.047503917,98.00658705116018,3405.459656394097
1,cloud,cloud-location-0,16,1517,1000,64,23060.59883250705,2300.6772231878986,99.34233488475672,2945.7562976085387
2,cloud,cloud-location-0,32,1269,1000,64,42087.000948244175,24736.475882266815,97.94047785157144,9463.61382806474
3,cloud,cloud-location-0,8,1444,1000,32,5730.564970840592,939.9081641814658,98.29308002660144,1502.754198895405
4,cloud,cloud-location-0,16,1051,1000,64,21735.852613615774,23882.063945256403,98.8022514174638,2970.754327588916
5,cloud,cloud-location-0,4,1668,1000,16,3015.828033219604,437.2764485200652,99.31828943786296,606.2873690581436
6,cloud,cloud-location-0,8,1686,1000,16,7479.783400498377,229.51428013449436,98.32024262964416,2106.1312961589433
7,cloud,cloud-location-0,4,1288,1000,16,2893.5237565975494,3811.9427448737183,99.23824787884912,1154.3802388527731
8,cloud,cloud-location-0,8,1300,1000,32,8374.399051633129,390.32428196043384,99.32083912485324,1390.802840759929
9,cloud,cloud-location-0,16,1278,1000,32,2009.0206140006,8029.773612819881,97.4773888332676,2658.785273052128
10,cloud,cloud-location-0,32,1389,1000,64,2292.9941392562205,40847.31907236601,98.88062433216076,5176.623751815203
11,cloud,cloud-location-0,16,916,1000,64,13853.982690622764,16076.87627265748,97.81226479597998,2653.9732194602793
12,cloud,cloud-location-0,8,1469,1000,16,1039.231514626123,1805.564007596612,98.61316094787846,1387.954359409008
13,cloud,cloud-location-0,4,1115,1000,16,1451.103806446622,1748.558925484319,97.82569050030624,1134.8285663330155
14,cloud,cloud-location-0,16,1308,1000,64,21499.195725617657,11312.668210675913,98.31865206721965,3357.8501593630453
15,cloud,cloud-location-0,4,941,1000,16,3019.014777764544,4067.5735083833742,98.82746455348408,991.2398691070822
16,cloud,cloud-location-0,8,1389,1000,16,9091.59312276043,10905.377623695682,99.04074773334254,2127.5284174250523
17,cloud,cloud-location-0,32,1462,1000,64,47382.41349673767,25651.62418615952,98.54503290020634,3696.551491186963
18,cloud,cloud-location-0,4,1234,1000,16,4574.213857501097,1072.8754857852894,99.95594060542254,933.3653358101388
19,cloud,cloud-location-0,8,1168,1000,32,811.5940091505411,10525.095475429627,97.98627238531849,1591.806746859556
20,cloud,cloud-location-0,32,1534,1000,128,37023.09124414155,17564.87175372716,98.86305591795416,5167.214898431647
21,cloud,cloud-location-0,16,1260,1000,32,11018.293458347678,15644.70203165252,99.5781476925376,4392.2983159039795
22,cloud,cloud-location-0,8,1010,1000,16,6700.329653064514,7711.785672115896,97.68792261668465,2103.361291742367
23,cloud,cloud-location-0,4,1104,1000,16,5522.264270224257,5689.225032693331,99.1731344076884,500.6607244854637
