# generated at: 2026-05-25 18:19:09.287814
#
#### Overview
# nodes: 900
# cloud clusters: 3
# 	max size: 71
# 	min size: 54
# fog clusters: 26
# 	max size: 44
# 	min size: 9
# nodes with bandwidth specified: 270
# 	cloud: 54
# 	fog: 216
# total CPU cores: 5022
# total memory GiB: 15048
# total ingress Mbps: 1224111.477971198
# total egress Mbps: 1227623.4434094469
#
#### Used Config
#
# n: 900
# cloud_size_percentage: 20
# fog_size_percentage: 80
# min_max_cloud_cluster_size_percentage: [5, 15]
# min_max_fog_cluster_size_percentage: [1, 5]
# cloud_node_types: ['T4', 'T5', 'T6', 'T7', 'T8', 'T9', 'T10']
# fog_node_types: ['T1', 'T2', 'T3', 'T4']
# base_node_single_core_score: 1000
# min_max_cloud_node_single_core_score: [900, 1800]
# min_max_fog_node_single_core_score: [500, 1200]
# min_max_cluster_node_cost_per_core: [100, 300]
# nodes_with_bandwidth_capacity_percentage: 30
# min_max_ingress_bandwidth_per_core: [10, 1500]
# min_max_egress_bandwidth_per_core: [10, 1500]
# min_max_cloud_uptime_percentage_30_days: [97, 100]
# min_max_fog_uptime_percentage_30_days: [90, 100]
# min_max_intra_cluster_latencies: [2, 5]
# min_max_inter_cluster_latencies: [15, 50]
#
hostname,layer,location,cpu_cores,single_core_score,base_single_core_score,memory_GiB,ingress_bandwidth_Mbps,egress_bandwidth_Mbps,uptime_30d_percentage,cost
0,cloud,cloud-location-0,8,1167,1000,16,4549.01783983676,11687.459904068313,98.80903034880721,1924.8538965264252
1,cloud,cloud-location-0,8,1077,1000,16,7408.903679607494,9494.80547215415,98.83389146211604,1891.2104896131198
2,cloud,cloud-location-0,32,1290,1000,128,15494.452356125095,22803.727421515494,98.91253860205728,9293.339602915104
3,cloud,cloud-location-0,4,1077,1000,16,3899.7117465531724,4814.488779828052,97.14869634632821,1092.5834353572063
4,cloud,cloud-location-0,16,1563,1000,32,23202.6729967485,9284.517161160538,99.00788059220574,3506.0321186793317
5,cloud,cloud-location-0,8,1336,1000,16,3607.2950593628852,4554.583986054386,97.81334672053464,1767.8280956295812
6,cloud,cloud-location-0,8,1262,1000,32,956.7668859932065,3117.770378396004,98.09400858162874,1161.8653084244693
7,cloud,cloud-location-0,32,1187,1000,64,37129.10756636997,19945.823243456074,99.05227145638358,5035.157839944409
8,cloud,cloud-location-0,16,1594,1000,64,10880.176911594648,1354.0864684375738,97.0091970066351,1951.8023206683558
9,cloud,cloud-location-0,32,1092,1000,128,37869.65770692729,36900.44044094993,98.25311764976763,7235.995918489738
10,cloud,cloud-location-0,8,1326,1000,16,7972.550946092829,6935.652292456075,98.57041903723058,1947.6246811202864
11,cloud,cloud-location-0,16,1785,1000,64,15213.28782821271,10585.600072204828,99.94981301165241,2588.396803165417
12,cloud,cloud-location-0,8,1143,1000,32,684.6570749845356,1365.4376872106036,99.374236853381,2162.2748558296803
13,cloud,cloud-location-0,4,1557,1000,16,3965.7682285582828,5561.637816542324,99.08676166593558,558.7813244143825
14,cloud,cloud-location-0,32,1680,1000,128,10693.764199813997,17080.024332496952,99.82604615117198,9486.50203643283
15,cloud,cloud-location-0,4,1012,1000,16,1892.800272174784,854.1985714510973,97.46804769860111,1138.414986536203
16,cloud,cloud-location-0,32,1775,1000,64,44622.75744131065,34105.685008370696,97.41699232114628,4554.997967372885
17,cloud,cloud-location-0,4,1142,1000,16,733.716969773613,2051.4825584551604,99.47118409545816,792.1986222175822
18,cloud,cloud-location-0,8,1234,1000,32,1044.0525983599985,10582.485560881625,99.41311552561237,1370.6752871286635
19,cloud,cloud-location-0,32,1223,1000,128,31209.710683242363,30089.34925537777,98.5654467938855,5822.693960278669
20,cloud,cloud-location-0,32,1557,1000,64,43708.11063946167,18714.124184218992,99.90002022926735,7349.335137463608
21,cloud,cloud-location-0,16,1220,1000,32,19559.880155893192,13340.987213682201,97.40236738459299,1700.4962866245498
22,cloud,cloud-location-0,16,1325,1000,32,1258.4830973468972,6830.822342802379,97.17648858053616,2234.4260514343114
23,cloud,cloud-location-0,16,1554,1000,32,23393.879363211232,3478.2463530077225,99.42443571335158,2416.316313360044
24,cloud,cloud-location-0,16,1053,1000,32,6480.988825652811,6919.812244497376,98.91610928720156,2461.8026505970615
25,cloud,cloud-location-0,32,1339,1000,64,6452.577155074639,28066.421591743823,99.31128417436217,5955.365827247511
26,cloud,cloud-location-0,16,1746,1000,64,218.03420977884684,22096.666362006446,98.40584054796768,1816.4908968284258
27,cloud,cloud-location-0,8,1683,1000,32,5572.3585255031085,6530.73359130405,99.62281845759615,881.9453287923428
28,cloud,cloud-location-0,8,1402,1000,32,3075.574486973195,7122.203856471769,99.12017247183645,2177.2850885056946
29,cloud,cloud-location-0,8,1681,1000,16,1581.955182246567,8249.875073585386,98.50462745772553,2304.3013740851816
30,cloud,cloud-location-0,4,936,1000,16,4558.674975618877,4012.7658632956627,98.69333972443522,719.0954131662709
31,cloud,cloud-location-0,4,1757,1000,16,2769.66935273435,1849.8427911046372,97.09544563703682,721.4187406799088
32,cloud,cloud-location-0,16,1131,1000,32,2427.271317675538,21647.253040117983,97.14992960499525,3431.750981701756
33,cloud,cloud-location-0,32,1480,1000,64,22168.87550086079,15044.483585683041,99.1432010338085,6536.061401744293
34,cloud,cloud-location-0,32,1783,1000,64,9059.145046077809,32016.134743649163,99.30347417346312,9470.415002808902
35,cloud,cloud-location-0,32,1549,1000,64,36942.055255472515,43320.855275448805,98.89485537697718,8962.96699888118
36,cloud,cloud-location-0,32,1040,1000,64,41910.56731702749,44387.25149636163,98.58015592980759,3530.4048479167564
37,cloud,cloud-location-0,8,998,1000,16,3070.962707706063,11493.247933030112,98.98429556100952,1718.6762225711964
38,cloud,cloud-location-0,16,1660,1000,32,15379.360980696085,20679.804298120773,99.50599837741773,4762.429347466157
39,cloud,cloud-location-0,8,1371,1000,32,5498.650357933026,2583.114278261155,99.78244566024213,954.5080243434315
40,cloud,cloud-location-0,16,1287,1000,64,18369.254445303497,4995.0113946462325,99.81690461391368,4743.9935134251655
41,cloud,cloud-location-0,8,1168,1000,32,2001.8261363893464,6014.676035622383,98.24481198804625,2085.940700328376
42,cloud,cloud-location-0,4,1553,1000,16,2777.2430883073907,5280.768245656647,98.38780563201341,818.2115363828295
43,cloud,cloud-location-0,16,976,1000,32,9242.581015010916,16565.993863463184,97.576741476438,4431.470698235273
44,cloud,cloud-location-0,4,1666,1000,16,1633.7051459300317,1923.0289794196217,99.77077939104323,536.3466526969042
45,cloud,cloud-location-0,8,1797,1000,16,3676.846604040443,9505.371038292165,99.48968472670151,813.8277917241996
46,cloud,cloud-location-0,16,918,1000,32,17368.15813468949,1431.7323555019907,99.29523410555478,4399.600194891091
47,cloud,cloud-location-0,16,1406,1000,32,8835.293365734364,10573.806650431057,98.6656220138025,4381.636479925581
48,cloud,cloud-location-0,16,1323,1000,32,9955.884538510647,23355.24856113719,98.18985974549543,3335.957540486779
49,cloud,cloud-location-0,32,1549,1000,128,5928.273949482696,12693.46505706386,99.7899266751601,4642.626696836074
50,cloud,cloud-location-0,32,1637,1000,64,15411.960502323813,14996.603541022865,97.51096507507741,7224.556721268438
51,cloud,cloud-location-0,8,1381,1000,32,3924.639795128573,10449.865397705624,98.45715472830642,1875.8911687258496
52,cloud,cloud-location-0,32,1035,1000,128,45568.052256228,29683.469877003252,97.61794321804238,3521.8613142473605
53,cloud,cloud-location-0,8,1052,1000,32,8693.099026984492,2858.7058533527716,98.75053268649911,2300.3556530086494
54,cloud,cloud-location-0,16,1266,1000,64,21545.12561144324,16334.77448833798,99.42211962808436,2401.7187249596836
55,cloud,cloud-location-0,4,1293,1000,16,,,98.97639659314554,633.5223930710067
56,cloud,cloud-location-0,16,1627,1000,32,,,98.2913955131812,3220.548227363478
57,cloud,cloud-location-0,16,1645,1000,64,,,98.16937968425822,2527.8508614506054
58,cloud,cloud-location-0,8,1025,1000,32,,,99.75055051775892,1959.0951526014064
59,cloud,cloud-location-0,4,1662,1000,16,,,97.8221799284486,498.09840520188135
60,cloud,cloud-location-0,4,1645,1000,16,,,99.26537635878091,1190.166377767758
61,cloud,cloud-location-0,32,1335,1000,128,,,97.8719620518063,8693.592866700128
62,cloud,cloud-location-0,4,1462,1000,16,,,97.30015781304098,609.8736551695599
63,cloud,cloud-location-0,4,1379,1000,16,,,97.24567824203952,499.1848369947562
64,cloud,cloud-location-0,32,1020,1000,64,,,99.42521381982064,7211.413980388857
65,cloud,cloud-location-0,4,1012,1000,16,,,99.02301546745029,877.7943954996998
66,cloud,cloud-location-0,16,1781,1000,32,,,97.00676779762453,2912.679974609816
67,cloud,cloud-location-0,32,1190,1000,128,,,99.57774248992466,5093.719163623312
68,cloud,cloud-location-0,16,958,1000,32,,,98.11697701047835,3787.3553539918275
69,cloud,cloud-location-0,32,1466,1000,64,,,97.45666365651151,8688.933177413779
70,cloud,cloud-location-0,8,963,1000,16,,,97.09433246658244,1613.5790582257243
71,cloud,cloud-location-1,32,1125,1000,64,,,98.46972680220112,6744.851613589862
72,cloud,cloud-location-1,8,1267,1000,16,,,99.4695850551473,2313.2453104855595
73,cloud,cloud-location-1,16,1489,1000,32,,,97.97805394379884,3062.9259866547427
74,cloud,cloud-location-1,8,1507,1000,32,,,98.55006414809563,2129.3520988832606
75,cloud,cloud-location-1,16,981,1000,32,,,97.16172452354503,3296.7731497236573
76,cloud,cloud-location-1,32,1348,1000,128,,,99.08708137500213,7005.969603911506
77,cloud,cloud-location-1,8,1563,1000,32,,,97.13161437060874,1691.3767836843895
78,cloud,cloud-location-1,8,1014,1000,16,,,97.72570026825612,810.1843635826008
79,cloud,cloud-location-1,4,986,1000,16,,,98.76280015191936,979.226524252451
80,cloud,cloud-location-1,32,1541,1000,128,,,99.5025626103835,3331.0458774254284
81,cloud,cloud-location-1,32,1085,1000,128,,,99.77611863401229,4564.297495327941
82,cloud,cloud-location-1,16,1080,1000,64,,,99.76575289825763,3404.418322196783
83,cloud,cloud-location-1,16,1561,1000,32,,,99.81760290606562,2804.380063834181
84,cloud,cloud-location-1,4,962,1000,16,,,97.8483791724793,537.1006763659386
85,cloud,cloud-location-1,32,1642,1000,64,,,97.15510857673117,5597.5996774951545
86,cloud,cloud-location-1,32,1664,1000,64,,,97.6169363351869,4913.493099884692
87,cloud,cloud-location-1,4,1322,1000,16,,,98.99866343650739,869.2575192825777
88,cloud,cloud-location-1,8,1725,1000,16,,,99.24021306838898,1957.6412709060326
89,cloud,cloud-location-1,32,1062,1000,128,,,97.84674093095401,5738.061870671743
90,cloud,cloud-location-1,8,1115,1000,16,,,99.58733139666387,1989.8160781047948
91,cloud,cloud-location-1,32,1099,1000,64,,,99.0321874281184,4304.598626427369
92,cloud,cloud-location-1,4,1540,1000,16,,,98.5050180924094,980.4542085417387
93,cloud,cloud-location-1,8,1293,1000,16,,,97.68704059777379,2285.3974811058183
94,cloud,cloud-location-1,8,905,1000,32,,,97.15256480806826,1796.785976110838
95,cloud,cloud-location-1,16,1244,1000,64,,,97.68375289878756,1683.8379568409196
96,cloud,cloud-location-1,16,1634,1000,64,,,98.98410218719343,2150.2395284434833
97,cloud,cloud-location-1,16,932,1000,64,,,99.48753209452342,4700.702731207352
98,cloud,cloud-location-1,16,1364,1000,64,,,98.0060710047037,2342.4471322567965
99,cloud,cloud-location-1,8,1599,1000,16,,,99.48718790625824,839.1618224732374
100,cloud,cloud-location-1,32,1393,1000,64,,,97.71976620990368,7733.296288236031
101,cloud,cloud-location-1,8,1615,1000,16,,,99.71985668508596,1275.4114987351818
102,cloud,cloud-location-1,8,1520,1000,32,,,97.25999354823422,1802.9468822071572
103,cloud,cloud-location-1,8,1115,1000,32,,,97.98150984344502,1697.3462713019192
104,cloud,cloud-location-1,8,1413,1000,16,,,99.32558340902594,2358.070777787124
105,cloud,cloud-location-1,16,1207,1000,64,,,99.23271919413244,4554.741292331354
106,cloud,cloud-location-1,32,1658,1000,128,,,98.06848859074432,8914.752866789262
107,cloud,cloud-location-1,8,1627,1000,16,,,98.24373839007247,2333.1424327448854
108,cloud,cloud-location-1,32,940,1000,64,,,97.72060667816362,8753.520933922071
109,cloud,cloud-location-1,16,1170,1000,64,,,99.3440130049141,4037.2627843778523
110,cloud,cloud-location-1,4,1768,1000,16,,,99.39671385362894,618.2141222489213
111,cloud,cloud-location-1,16,1800,1000,32,,,98.71781422558917,2861.096196316103
