# generated at: 2026-05-24 16:26:33.889845
#
#### Overview
# nodes: 100
# cloud clusters: 2
# 	max size: 13
# 	min size: 7
# fog clusters: 23
# 	max size: 5
# 	min size: 2
# nodes with bandwidth specified: 30
# 	cloud: 6
# 	fog: 24
# total CPU cores: 560
# total memory GiB: 1716
# total ingress Mbps: 146843.43987935162
# total egress Mbps: 136185.7708657175
#
#### Used Config
#
# n: 100
# cloud_size_percentage: 20
# fog_size_percentage: 80
# min_max_cloud_cluster_size_percentage: [5, 13]
# min_max_fog_cluster_size_percentage: [2, 5]
# cloud_node_types: ['T4', 'T5', 'T6', 'T7', 'T8', 'T9', 'T10']
# fog_node_types: ['T1', 'T2', 'T3', 'T4']
# base_node_single_core_score: 1000
# min_max_cloud_node_single_core_score: [900, 1800]
# min_max_fog_node_single_core_score: [500, 1200]
# min_max_cluster_node_cost_per_core: [100, 300]
# nodes_with_bandwidth_capacity_percentage: 30
# min_max_ingress_bandwidth_per_core: [10, 1500]
# min_max_egress_bandwidth_per_core: [10, 1500]
# min_max_cloud_uptime_percentage_30_days: [97, 100]
# min_max_fog_uptime_percentage_30_days: [90, 100]
# min_max_intra_cluster_latencies: [2, 5]
# min_max_inter_cluster_latencies: [15, 50]
#
hostname,layer,location,cpu_cores,single_core_score,base_single_core_score,memory_GiB,ingress_bandwidth_Mbps,egress_bandwidth_Mbps,uptime_30d_percentage,cost
0,cloud,cloud-location-0,32,1115,1000,64,41525.49940366276,43268.88639182165,99.92375792540666,6690.072740253147
1,cloud,cloud-location-0,16,1554,1000,64,16465.27451071763,206.03764873864588,99.45458834840353,3756.110047002349
2,cloud,cloud-location-0,4,1246,1000,16,2709.906178469142,4535.615333858061,98.5539271635258,1051.7054290793817
3,cloud,cloud-location-0,8,1692,1000,32,5994.379736723252,741.2312145143808,98.20694480066476,1356.313543039616
4,cloud,cloud-location-0,8,1236,1000,16,416.55601856033985,5441.999236466153,98.26679850565074,1621.7066302189087
5,cloud,cloud-location-0,16,1757,1000,32,6089.233516133692,9692.910676228297,98.29398688594148,3570.323097063548
6,cloud,cloud-location-0,16,1312,1000,32,1875.9778066046265,16773.163251773363,98.0145665752756,1933.267007394215
7,cloud,cloud-location-0,16,1509,1000,64,,,97.02571595425145,2500.100465898534
8,cloud,cloud-location-0,32,924,1000,128,,,97.25195207757149,7272.152779549971
9,cloud,cloud-location-0,8,1168,1000,16,,,99.29029406040135,2029.2424877177825
10,cloud,cloud-location-0,8,1179,1000,16,,,97.09707857594438,1173.195420103999
11,cloud,cloud-location-0,16,1678,1000,64,,,99.04535492166127,2228.866645042345
12,cloud,cloud-location-0,8,1418,1000,32,,,99.15542858661024,2359.031180207117
13,cloud,cloud-location-1,4,1135,1000,16,,,99.76304632549542,712.8780561553203
