# generated at: 2026-05-25 18:43:20.394769
#
#### Overview
# nodes: 900
# cloud clusters: 2
# 	max size: 108
# 	min size: 72
# fog clusters: 28
# 	max size: 44
# 	min size: 9
# nodes with bandwidth specified: 270
# 	cloud: 54
# 	fog: 216
# total CPU cores: 5130
# total memory GiB: 15916
# total ingress Mbps: 1112771.9649314962
# total egress Mbps: 1093646.6289064758
#
#### Used Config
#
# n: 900
# cloud_size_percentage: 20
# fog_size_percentage: 80
# min_max_cloud_cluster_size_percentage: [5, 15]
# min_max_fog_cluster_size_percentage: [1, 5]
# cloud_node_types: ['T4', 'T5', 'T6', 'T7', 'T8', 'T9', 'T10']
# fog_node_types: ['T1', 'T2', 'T3', 'T4']
# base_node_single_core_score: 1000
# min_max_cloud_node_single_core_score: [900, 1800]
# min_max_fog_node_single_core_score: [500, 1200]
# min_max_cluster_node_cost_per_core: [100, 300]
# nodes_with_bandwidth_capacity_percentage: 30
# min_max_ingress_bandwidth_per_core: [10, 1500]
# min_max_egress_bandwidth_per_core: [10, 1500]
# min_max_cloud_uptime_percentage_30_days: [97, 100]
# min_max_fog_uptime_percentage_30_days: [90, 100]
# min_max_intra_cluster_latencies: [2, 5]
# min_max_inter_cluster_latencies: [15, 50]
#
hostname,layer,location,cpu_cores,single_core_score,base_single_core_score,memory_GiB,ingress_bandwidth_Mbps,egress_bandwidth_Mbps,uptime_30d_percentage,cost
0,cloud,cloud-location-0,16,1659,1000,64,20395.334334671134,20729.230242681093,99.5730760719694,4382.014099529768
1,cloud,cloud-location-0,32,1508,1000,128,39043.246305830915,39238.88485093068,97.75418085521272,6869.752193733181
2,cloud,cloud-location-0,32,918,1000,64,45324.927145604226,27245.272226598663,97.04494470858106,6272.2262681448265
3,cloud,cloud-location-0,8,1551,1000,32,2844.670830444001,7676.950601856942,98.71622929604311,2257.5075808125325
4,cloud,cloud-location-0,4,1163,1000,16,5201.449972005073,4275.602469126413,99.08462551058743,1156.940175366415
5,cloud,cloud-location-0,16,1132,1000,32,22256.514610849194,7289.046763646021,97.24089346681063,1871.5834029139205
6,cloud,cloud-location-0,16,1648,1000,64,21673.05301754304,7950.987632018376,99.63389681089407,2842.156807847585
7,cloud,cloud-location-0,4,1055,1000,16,5575.5923664088905,1246.5288157847924,99.7798953086459,501.06920884175054
8,cloud,cloud-location-0,8,1162,1000,16,8943.535012130358,7255.8568695977,97.08647289435928,1853.920416635253
9,cloud,cloud-location-0,8,1079,1000,16,2821.276576765667,6075.221202618785,98.28286252116543,1583.8757904468973
10,cloud,cloud-location-0,16,1647,1000,64,14022.68033984255,18938.105489885802,98.93581340626194,2847.8224836423688
11,cloud,cloud-location-0,8,1487,1000,16,10115.97738040204,9438.220416053111,97.49741872029733,1331.6612291608844
12,cloud,cloud-location-0,8,1673,1000,16,10717.312172941547,3259.9433620964996,98.78666809768407,2314.1006518191443
13,cloud,cloud-location-0,8,1231,1000,32,4499.270154447859,10754.750329514107,99.4077886589736,1040.4405364781367
14,cloud,cloud-location-0,8,1256,1000,16,7482.620916899744,8776.171536156278,99.5860849827581,1953.2638861451853
15,cloud,cloud-location-0,4,1550,1000,16,1497.0450331038269,5201.301431785703,97.63951224565942,439.878319903797
16,cloud,cloud-location-0,8,1653,1000,32,8340.934256928862,7604.351539288907,97.1759500504792,1837.5146966757213
17,cloud,cloud-location-0,4,1508,1000,16,59.93652306732631,5871.11803902614,99.65444104804915,1134.9623398819776
18,cloud,cloud-location-0,8,1110,1000,16,1821.4549783370871,5725.551467337997,99.0332783138751,2219.7990020175994
19,cloud,cloud-location-0,32,1451,1000,64,2027.9060852647642,42218.83592872062,97.30827806082075,8347.060414102289
20,cloud,cloud-location-0,8,1544,1000,16,7677.955749449011,8194.773567330312,99.26999107361206,2303.8133410127502
21,cloud,cloud-location-0,16,1772,1000,64,9885.801777599441,4559.330738592472,99.74159808119245,2056.3974954791415
22,cloud,cloud-location-0,32,1393,1000,128,11116.056042147105,27030.861443687383,99.36006019864669,9226.844059571864
23,cloud,cloud-location-0,16,1105,1000,64,18780.769061227194,5223.397986456228,97.92049233266219,3609.9945750731486
24,cloud,cloud-location-0,8,1638,1000,32,5022.207117226341,7367.965004085779,98.53332849406722,1246.702463051849
25,cloud,cloud-location-0,4,1013,1000,16,955.4473713817534,1309.9495824274754,98.45812005043794,1038.1913234095769
26,cloud,cloud-location-0,32,1524,1000,128,13478.656961321707,24640.709506437226,99.57825717189925,3544.39989157098
27,cloud,cloud-location-0,4,1460,1000,16,4036.9185800206055,3798.794012243679,99.95440643936718,471.73446137903755
28,cloud,cloud-location-0,4,1405,1000,16,5675.323823128845,5368.507059019159,99.17719470074924,1155.8737670791995
29,cloud,cloud-location-0,32,1461,1000,64,42487.7076082746,20325.717829977773,97.44435350160919,8761.600409248807
30,cloud,cloud-location-0,32,1429,1000,128,41019.061724131774,20465.427873303586,97.99877594938297,4493.106436563052
31,cloud,cloud-location-0,32,1264,1000,128,46471.16954958164,27853.733457497736,98.47149287652209,5937.422247782086
32,cloud,cloud-location-0,4,1586,1000,16,4319.01379747195,306.36473145043095,99.93256580938159,640.6526366436995
33,cloud,cloud-location-0,8,1635,1000,16,6101.931127062826,144.4551318776431,97.0125394802995,2263.8348394833674
34,cloud,cloud-location-0,16,1642,1000,64,1214.2776642802871,2362.701664663813,98.7946059079822,2474.179281393555
35,cloud,cloud-location-0,8,1586,1000,16,1542.015206166298,11350.052645841182,97.0101339163067,1947.1733521376177
36,cloud,cloud-location-0,8,1362,1000,32,5529.960071352113,11698.381012531807,98.86104446813081,1228.4807925165508
37,cloud,cloud-location-0,8,1072,1000,16,11202.867122450767,10634.73345808408,97.68308026362243,1708.3878409644587
38,cloud,cloud-location-0,16,1526,1000,64,5972.12573602596,10935.694247596703,98.72434086148989,2454.198291218948
39,cloud,cloud-location-0,16,1261,1000,64,11065.606353695288,13460.243313160236,97.67293206763998,2605.0524179272284
40,cloud,cloud-location-0,8,1218,1000,32,6541.9584677531075,518.378454852169,98.03023269390542,1527.5347601443284
41,cloud,cloud-location-0,8,1692,1000,32,7604.871634042136,9560.814669859985,98.35514979381604,1685.7486280928674
42,cloud,cloud-location-0,8,911,1000,16,10932.245048138862,11304.38028529853,97.41619994169223,1244.2813671032986
43,cloud,cloud-location-0,16,1066,1000,64,14960.72102642287,8577.114649011119,99.88010981520476,2501.265823298917
44,cloud,cloud-location-0,8,1356,1000,16,402.9625763716078,4700.089344252345,99.09665202391211,1690.2729839090464
45,cloud,cloud-location-0,8,1309,1000,32,10508.259124627937,10525.448400661006,98.79717563448742,1674.7236995497667
46,cloud,cloud-location-0,16,1162,1000,64,10465.109264117871,16947.89793331062,97.34104275807303,3007.6391198235397
47,cloud,cloud-location-0,8,1597,1000,32,7435.305313188502,1423.1722129278064,98.23886404542928,1098.160627973944
48,cloud,cloud-location-0,4,933,1000,16,4797.519812357745,2968.4618768947194,98.41431652000296,795.7101034996274
49,cloud,cloud-location-0,4,1661,1000,16,4783.974729165593,1615.0623042293116,98.50423815712676,1131.6138570433427
50,cloud,cloud-location-0,32,1603,1000,128,34050.30048545137,26523.924161674502,99.82024635773065,9578.346193847738
51,cloud,cloud-location-0,8,1101,1000,16,10354.691122877834,8015.629914121768,98.69331291746256,963.615871845755
52,cloud,cloud-location-0,16,1405,1000,64,9093.284284100624,18656.46096620043,98.0489355806709,2489.7221715538826
53,cloud,cloud-location-0,32,1265,1000,64,18876.73967606181,7750.514540069742,97.62131016501972,6685.693349523948
54,cloud,cloud-location-0,16,1215,1000,32,16941.173430704002,1381.1827838332333,98.71623827945128,3267.160795302661
55,cloud,cloud-location-0,32,1727,1000,128,,,99.18874678108017,7560.023965702786
56,cloud,cloud-location-0,4,913,1000,16,,,97.30814729974972,1038.7963624221165
57,cloud,cloud-location-0,8,1443,1000,16,,,97.29813392987681,842.3521015479771
58,cloud,cloud-location-0,16,1607,1000,64,,,98.10346370478788,4343.562386159765
59,cloud,cloud-location-0,32,1152,1000,64,,,97.73853905701611,4012.2456938946975
60,cloud,cloud-location-0,8,1099,1000,16,,,97.35078617748819,1274.0251189287378
61,cloud,cloud-location-0,32,1243,1000,128,,,97.90794184643063,5712.891491775426
62,cloud,cloud-location-0,8,1545,1000,32,,,97.82669819902222,1676.6349598489658
63,cloud,cloud-location-0,16,1023,1000,32,,,97.7331110871829,4269.601641847772
64,cloud,cloud-location-0,4,1543,1000,16,,,98.50600446409219,813.9728706726154
65,cloud,cloud-location-0,4,1404,1000,16,,,99.70160750055543,806.8675010581115
66,cloud,cloud-location-0,8,1398,1000,16,,,98.79198902875171,1480.7822145394086
67,cloud,cloud-location-0,8,1200,1000,16,,,99.07861408723976,1108.5482895191747
68,cloud,cloud-location-0,8,1298,1000,16,,,98.15724165319604,1854.422685542084
69,cloud,cloud-location-0,4,1540,1000,16,,,98.20633160349519,476.72880505862054
70,cloud,cloud-location-0,4,1688,1000,16,,,97.742666605065,914.3130111255032
71,cloud,cloud-location-0,32,1205,1000,64,,,97.04681411580849,6885.045228157719
72,cloud,cloud-location-1,16,993,1000,32,,,98.90321643288925,4626.385524193076
73,cloud,cloud-location-1,16,1705,1000,64,,,97.56087290407272,4133.631619232034
74,cloud,cloud-location-1,32,1290,1000,128,,,99.76798337505406,5705.859498416818
75,cloud,cloud-location-1,4,1299,1000,16,,,97.71750033549878,542.4662481828793
76,cloud,cloud-location-1,32,974,1000,128,,,97.963632646535,6559.502469154282
77,cloud,cloud-location-1,16,1096,1000,32,,,97.49816626399294,1867.651367314441
78,cloud,cloud-location-1,32,1487,1000,64,,,98.64382727292592,8956.369021561743
79,cloud,cloud-location-1,8,903,1000,16,,,97.5146897451922,1465.024193317423
80,cloud,cloud-location-1,16,1120,1000,32,,,99.90523706756414,1612.248352628167
81,cloud,cloud-location-1,32,1266,1000,128,,,97.45459648293918,6215.156933227483
82,cloud,cloud-location-1,8,1678,1000,16,,,97.45996369894937,1837.8641293776438
83,cloud,cloud-location-1,16,972,1000,32,,,99.41929546355269,3644.632097007123
84,cloud,cloud-location-1,16,1148,1000,32,,,98.26718912837107,4796.414184881432
85,cloud,cloud-location-1,4,1379,1000,16,,,97.8621954571241,463.3513701875851
86,cloud,cloud-location-1,16,1176,1000,32,,,98.92147682132398,3986.5172175207663
87,cloud,cloud-location-1,32,1371,1000,128,,,99.81094751189083,5029.936580694528
88,cloud,cloud-location-1,8,1021,1000,16,,,98.90434104840242,883.7576872782437
89,cloud,cloud-location-1,16,1763,1000,64,,,99.84116536894336,3399.0573563086155
90,cloud,cloud-location-1,32,1331,1000,128,,,98.5655230388081,8781.08635298945
91,cloud,cloud-location-1,16,1687,1000,32,,,99.48608834765932,4737.442903351852
92,cloud,cloud-location-1,8,955,1000,16,,,99.42792562815943,1552.9018155269814
93,cloud,cloud-location-1,32,1375,1000,128,,,98.94386218919307,5118.277037192878
94,cloud,cloud-location-1,8,993,1000,32,,,97.92417743204808,1657.8906669505145
95,cloud,cloud-location-1,32,1524,1000,128,,,97.24246875527724,5841.4920262514825
96,cloud,cloud-location-1,4,1483,1000,16,,,97.10541631829682,1143.9006348129553
97,cloud,cloud-location-1,8,944,1000,32,,,97.70834668180242,1190.6263591380475
98,cloud,cloud-location-1,8,978,1000,16,,,99.87803197124475,2390.194091374534
99,cloud,cloud-location-1,4,1706,1000,16,,,97.46493794687926,403.08616044729
100,cloud,cloud-location-1,32,918,1000,128,,,98.77784052538051,4110.082266316616
101,cloud,cloud-location-1,32,1591,1000,64,,,99.82467154835831,9136.797648499723
102,cloud,cloud-location-1,8,1249,1000,32,,,98.79603402419563,1422.4277149359268
103,cloud,cloud-location-1,32,1510,1000,64,,,97.14755851182767,7993.708277723503
104,cloud,cloud-location-1,32,1563,1000,128,,,97.55753018721488,7701.491501271316
105,cloud,cloud-location-1,32,1120,1000,64,,,97.33895626028138,5808.74399430805
106,cloud,cloud-location-1,16,1011,1000,32,,,98.55290717010806,4781.264267172455
107,cloud,cloud-location-1,8,986,1000,16,,,99.44141601627823,1304.1993857793134
108,cloud,cloud-location-1,16,1246,1000,64,,,98.48946042571481,3849.246453944357
109,cloud,cloud-location-1,16,1391,1000,64,,,98.71101976096737,3297.3520153714258
110,cloud,cloud-location-1,16,1136,1000,64,,,98.10877865467567,2131.504775006262
