# generated at: 2026-05-25 18:43:14.197023
#
#### Overview
# nodes: 900
# cloud clusters: 2
# 	max size: 93
# 	min size: 87
# fog clusters: 26
# 	max size: 43
# 	min size: 13
# nodes with bandwidth specified: 270
# 	cloud: 54
# 	fog: 216
# total CPU cores: 5214
# total memory GiB: 15168
# total ingress Mbps: 1260143.9533394643
# total egress Mbps: 1140140.682958102
#
#### Used Config
#
# n: 900
# cloud_size_percentage: 20
# fog_size_percentage: 80
# min_max_cloud_cluster_size_percentage: [5, 15]
# min_max_fog_cluster_size_percentage: [1, 5]
# cloud_node_types: ['T4', 'T5', 'T6', 'T7', 'T8', 'T9', 'T10']
# fog_node_types: ['T1', 'T2', 'T3', 'T4']
# base_node_single_core_score: 1000
# min_max_cloud_node_single_core_score: [900, 1800]
# min_max_fog_node_single_core_score: [500, 1200]
# min_max_cluster_node_cost_per_core: [100, 300]
# nodes_with_bandwidth_capacity_percentage: 30
# min_max_ingress_bandwidth_per_core: [10, 1500]
# min_max_egress_bandwidth_per_core: [10, 1500]
# min_max_cloud_uptime_percentage_30_days: [97, 100]
# min_max_fog_uptime_percentage_30_days: [90, 100]
# min_max_intra_cluster_latencies: [2, 5]
# min_max_inter_cluster_latencies: [15, 50]
#
hostname,layer,location,cpu_cores,single_core_score,base_single_core_score,memory_GiB,ingress_bandwidth_Mbps,egress_bandwidth_Mbps,uptime_30d_percentage,cost
0,cloud,cloud-location-0,32,1368,1000,64,13766.760813862791,22521.9593914233,99.04145441515833,5372.586806605996
1,cloud,cloud-location-0,16,1532,1000,32,2175.078170424566,15113.604591887317,97.15997609742655,4303.670075363594
2,cloud,cloud-location-0,8,1399,1000,16,4979.69948374528,11166.431436972953,99.25579435140794,902.1802102772954
3,cloud,cloud-location-0,4,1242,1000,16,5752.91455966542,1728.1961961871436,98.77784401128305,660.8150124300543
4,cloud,cloud-location-0,8,1614,1000,16,756.5923456833315,3106.7028173725234,97.6797160164273,2217.1293390863025
5,cloud,cloud-location-0,32,1528,1000,64,38134.306826144006,24368.97624530053,97.45220792314757,6782.377428306921
6,cloud,cloud-location-0,16,1139,1000,64,843.7660644794119,19181.31548968056,97.53919459596497,4129.0162632868905
7,cloud,cloud-location-0,4,1741,1000,16,406.75779732332563,2073.115282570884,98.60825049201641,805.2016995441979
8,cloud,cloud-location-0,32,1446,1000,64,45258.76372967863,10409.80752010378,97.29977296751622,4282.394733317833
9,cloud,cloud-location-0,8,1442,1000,16,9850.457413079223,9785.998704027534,99.08299293532475,894.8962095986947
10,cloud,cloud-location-0,8,1383,1000,16,6862.8650216074075,9859.304847288726,99.32717580781846,1316.7106973488715
11,cloud,cloud-location-0,8,934,1000,32,10626.36653549152,3274.3204653845714,98.27736145720665,2390.8871456228608
12,cloud,cloud-location-0,8,1225,1000,16,11031.407704255884,9339.65647205256,98.56764612745539,2136.27380064272
13,cloud,cloud-location-0,32,1701,1000,128,27374.20339923733,967.8024705607776,97.85134968643568,3996.2996542573865
14,cloud,cloud-location-0,32,1343,1000,64,20430.905278250324,15583.332380487247,98.2825974245289,5404.8065327199465
15,cloud,cloud-location-0,8,1088,1000,16,9934.843726056075,4670.42278297282,98.95223819359583,1873.9483753817815
16,cloud,cloud-location-0,8,1479,1000,16,11395.152458042616,6475.386074274369,99.35978523959935,1705.3099209957318
17,cloud,cloud-location-0,8,1737,1000,16,8635.615766385672,8948.256673144424,97.50681055881235,847.259564015504
18,cloud,cloud-location-0,16,1360,1000,32,6475.689989854179,4196.401129277252,99.5270365728744,4579.98696424536
19,cloud,cloud-location-0,32,1613,1000,64,39310.05506120305,25582.492192318325,98.34979191561902,7754.564219248292
20,cloud,cloud-location-0,16,1029,1000,32,13864.737728091739,4380.9212375424495,98.92977631978049,4013.7570186938133
21,cloud,cloud-location-0,16,1212,1000,32,10962.370939795894,2010.6997647524872,97.11716936667456,2594.730347423577
22,cloud,cloud-location-0,16,1272,1000,64,13047.33794069342,18663.535099914174,98.20274291805752,4459.292773132364
23,cloud,cloud-location-0,4,1158,1000,16,5446.836397841048,3002.663035641973,97.5837613873146,659.4891519314835
24,cloud,cloud-location-0,16,1500,1000,64,14231.559940490513,17040.895467337323,97.68701298645686,4195.863507232604
25,cloud,cloud-location-0,32,1219,1000,64,39311.05826230468,6889.655227711756,99.78513683568133,4363.067300577507
26,cloud,cloud-location-0,16,1753,1000,64,22939.943848834962,11639.34115709972,99.63351093093074,3617.7327395378825
27,cloud,cloud-location-0,16,1537,1000,32,12963.108376727903,10148.49724277251,99.67166691711518,2326.5630615098635
28,cloud,cloud-location-0,8,1686,1000,32,10276.032853469329,5203.975920776267,99.10643779738099,1768.6819114521052
29,cloud,cloud-location-0,16,1727,1000,32,6937.597526435552,6923.071554046401,99.59549069670246,3875.6767234553645
30,cloud,cloud-location-0,32,1090,1000,128,8066.833288663557,21851.997772604947,99.86986223595767,7087.963557598672
31,cloud,cloud-location-0,8,1520,1000,32,9340.164548316287,2121.277064690159,99.63288138806163,895.7441961388673
32,cloud,cloud-location-0,32,1401,1000,128,24530.887841443637,4439.537608232599,98.27410745708309,8663.48495409161
33,cloud,cloud-location-0,32,1482,1000,64,9701.49897040935,7645.731274345681,99.22074037508278,4441.228097875479
34,cloud,cloud-location-0,16,1104,1000,32,12769.7178874501,19512.35289176741,98.23929912480665,3177.3297058031158
35,cloud,cloud-location-0,32,1411,1000,64,17587.69743931036,23897.591557887117,98.59680535886669,6491.959109017718
36,cloud,cloud-location-0,16,1704,1000,32,9423.254493262108,11199.788328745963,98.65754190807445,2208.6494075247456
37,cloud,cloud-location-0,16,1560,1000,64,15699.72681529367,4462.007129542297,99.77037440520735,2679.7617308956105
38,cloud,cloud-location-0,32,1401,1000,64,14596.37011715073,46027.10963170061,98.6750878062216,4367.120456336895
39,cloud,cloud-location-0,4,964,1000,16,3236.28039145579,1900.1260209936167,98.12517258367369,445.5815452945782
40,cloud,cloud-location-0,8,1772,1000,32,1770.0697977176803,9312.944380044488,97.93397044269638,1535.9305133433186
41,cloud,cloud-location-0,16,1144,1000,64,23566.659992207642,9695.296649168775,99.2484300281916,3331.166558302516
42,cloud,cloud-location-0,32,1190,1000,128,9006.890297735084,16214.60019151884,97.49005850396559,8479.994735499222
43,cloud,cloud-location-0,16,1193,1000,32,20945.23825448562,6536.460431541648,97.60584919772295,2338.0338091989997
44,cloud,cloud-location-0,32,1415,1000,64,24994.37168423187,12396.921264137041,97.38159213207341,7691.769661659524
45,cloud,cloud-location-0,32,1402,1000,128,11117.909209664593,24037.712066490218,97.74202331105724,5712.654214880924
46,cloud,cloud-location-0,4,1068,1000,16,684.8069619438623,2867.187157791152,97.64301721035109,1182.0715615650624
47,cloud,cloud-location-0,32,1747,1000,128,3003.8674951421212,6341.658365014348,98.18248758482297,3487.287157729688
48,cloud,cloud-location-0,8,1795,1000,32,2180.43769396961,6739.578807427272,98.64864574405392,2065.5821976256375
49,cloud,cloud-location-0,8,907,1000,16,168.4450611540222,233.46224964743195,98.11969830474138,1095.0420858024288
50,cloud,cloud-location-0,32,1537,1000,64,6273.842717062245,2372.413163074452,98.05595014832296,6556.275540849236
51,cloud,cloud-location-0,32,1603,1000,64,36203.332972603996,29544.28059359165,99.40258262777346,7586.993695909456
52,cloud,cloud-location-0,32,959,1000,64,19155.20348678846,42966.66616004766,97.99589575332,3930.0391926951847
53,cloud,cloud-location-0,16,997,1000,32,4128.719971274514,9411.92237450653,99.96151648350492,2775.9203062255883
54,cloud,cloud-location-0,32,1070,1000,64,9181.2033621716,17145.519674549003,99.21698353397198,5719.541561825912
55,cloud,cloud-location-0,32,1448,1000,64,,,99.54572640819676,5915.10908355961
56,cloud,cloud-location-0,8,963,1000,16,,,99.2557797589957,2116.927466036759
57,cloud,cloud-location-0,4,1658,1000,16,,,97.78242905702714,880.733038176357
58,cloud,cloud-location-0,32,1029,1000,128,,,99.61189735119851,6506.544719240098
59,cloud,cloud-location-0,8,1141,1000,32,,,97.22308365638385,1856.3392184267034
60,cloud,cloud-location-0,16,1226,1000,64,,,98.16434177174752,1738.4349773486135
61,cloud,cloud-location-0,4,1747,1000,16,,,99.63273692295752,1031.4637165739664
62,cloud,cloud-location-0,16,1552,1000,32,,,99.75886860291976,3053.930203599241
63,cloud,cloud-location-0,32,1569,1000,128,,,97.44571182784617,4436.86325069074
64,cloud,cloud-location-0,4,1157,1000,16,,,98.51841768072264,981.5248037443774
65,cloud,cloud-location-0,16,1033,1000,64,,,99.14347183659865,4491.77234553447
66,cloud,cloud-location-0,16,1479,1000,32,,,99.10543617496148,3150.4133796890087
67,cloud,cloud-location-0,8,1364,1000,16,,,99.96846799930182,2367.4819978762616
68,cloud,cloud-location-0,16,1764,1000,64,,,98.91176641087557,1874.4002845903524
69,cloud,cloud-location-0,32,1120,1000,64,,,98.6081070876012,6893.469454734315
70,cloud,cloud-location-0,8,1372,1000,32,,,98.82689670530272,1571.2112721158203
71,cloud,cloud-location-0,8,1416,1000,16,,,98.70518571035764,998.993034069724
72,cloud,cloud-location-0,16,1164,1000,32,,,99.44106945725505,2105.3356793407183
73,cloud,cloud-location-0,16,1376,1000,64,,,98.30569343786982,1623.9791788576574
74,cloud,cloud-location-0,4,1277,1000,16,,,97.40076484498074,597.241433468094
