pod_name    node_name
app-api-comp-0-workload-0-5df74fbdc6-2dhx7     158
app-api-comp-0-workload-0-5df74fbdc6-46nd7     58
app-api-comp-0-workload-0-5df74fbdc6-49kv7     29
app-api-comp-0-workload-0-5df74fbdc6-4gfrv     88
app-api-comp-0-workload-0-5df74fbdc6-82snv     11
app-api-comp-0-workload-0-5df74fbdc6-8rkpp     123
app-api-comp-0-workload-0-5df74fbdc6-96pmt     157
app-api-comp-0-workload-0-5df74fbdc6-98bgm     17
app-api-comp-0-workload-0-5df74fbdc6-9vg8v     75
app-api-comp-0-workload-0-5df74fbdc6-9xnwr     129
app-api-comp-0-workload-0-5df74fbdc6-drzx7     80
app-api-comp-0-workload-0-5df74fbdc6-f2n8f     5
app-api-comp-0-workload-0-5df74fbdc6-gkjbb     100
app-api-comp-0-workload-0-5df74fbdc6-mkqfm     140
app-api-comp-0-workload-0-5df74fbdc6-mrlkv     125
app-api-comp-0-workload-0-5df74fbdc6-mxrqm     61
app-api-comp-0-workload-0-5df74fbdc6-n45qz     27
app-api-comp-0-workload-0-5df74fbdc6-ns8ms     104
app-api-comp-0-workload-0-5df74fbdc6-pstgz     2
app-api-comp-0-workload-0-5df74fbdc6-qpfn9     110
app-api-comp-0-workload-0-5df74fbdc6-s88cn     48
app-api-comp-0-workload-0-5df74fbdc6-sqpsp     107
app-api-comp-0-workload-0-5df74fbdc6-tjqrq     105
app-api-comp-0-workload-0-5df74fbdc6-vjcs5     69
app-api-comp-0-workload-0-5df74fbdc6-x9pdn     10
app-api-comp-0-workload-0-5df74fbdc6-zm6hv     18
app-api-comp-0-workload-1-7d8df95cf6-68gqv     98
app-api-comp-0-workload-1-7d8df95cf6-6tn4p     118
app-api-comp-0-workload-1-7d8df95cf6-77swn     9
app-api-comp-0-workload-1-7d8df95cf6-f49rj     33
app-api-comp-0-workload-1-7d8df95cf6-jwtfv     1
app-api-comp-0-workload-1-7d8df95cf6-ll89w     172
app-api-comp-0-workload-1-7d8df95cf6-szb9p     97
app-api-comp-0-workload-1-7d8df95cf6-xbq57     109
app-api-comp-0-workload-1-7d8df95cf6-xcv2x     30
app-api-comp-0-workload-1-7d8df95cf6-zq7nk     167
app-api-comp-0-workload-10-68db8b6cc8-2sk8j    165
app-api-comp-0-workload-10-68db8b6cc8-59fdp    119
app-api-comp-0-workload-10-68db8b6cc8-5c7pg    43
app-api-comp-0-workload-10-68db8b6cc8-62rdg    129
app-api-comp-0-workload-10-68db8b6cc8-7rgfk    109
app-api-comp-0-workload-10-68db8b6cc8-9glbd    14
app-api-comp-0-workload-10-68db8b6cc8-h8lnb    157
app-api-comp-0-workload-10-68db8b6cc8-jg7k2    103
app-api-comp-0-workload-10-68db8b6cc8-jhmq2    159
app-api-comp-0-workload-10-68db8b6cc8-jkvqn    161
app-api-comp-0-workload-10-68db8b6cc8-jwpvz    106
app-api-comp-0-workload-10-68db8b6cc8-kjnmd    134
app-api-comp-0-workload-10-68db8b6cc8-lzkk5    88
app-api-comp-0-workload-10-68db8b6cc8-m92w4    63
app-api-comp-0-workload-10-68db8b6cc8-p6b9v    10
app-api-comp-0-workload-10-68db8b6cc8-p9mjs    62
app-api-comp-0-workload-10-68db8b6cc8-pc8n6    97
app-api-comp-0-workload-10-68db8b6cc8-pcnm7    125
app-api-comp-0-workload-10-68db8b6cc8-pd7b4    18
app-api-comp-0-workload-10-68db8b6cc8-qhs2t    13
app-api-comp-0-workload-10-68db8b6cc8-rbg8d    170
app-api-comp-0-workload-10-68db8b6cc8-rbwck    22
app-api-comp-0-workload-10-68db8b6cc8-rscll    123
app-api-comp-0-workload-10-68db8b6cc8-s9pfw    141
app-api-comp-0-workload-10-68db8b6cc8-sxg7r    100
app-api-comp-0-workload-10-68db8b6cc8-ttcbk    154
app-api-comp-0-workload-10-68db8b6cc8-vflnv    69
app-api-comp-0-workload-10-68db8b6cc8-zdcf6    140
app-api-comp-0-workload-11-6467dc898f-5fzzh    105
app-api-comp-0-workload-11-6467dc898f-85lms    83
app-api-comp-0-workload-11-6467dc898f-8rv7k    9
app-api-comp-0-workload-11-6467dc898f-ddfml    19
app-api-comp-0-workload-11-6467dc898f-fmdb4    48
app-api-comp-0-workload-11-6467dc898f-hqddp    143
app-api-comp-0-workload-11-6467dc898f-k5j5q    151
app-api-comp-0-workload-11-6467dc898f-nk2n6    76
app-api-comp-0-workload-11-6467dc898f-rx5q9    1
app-api-comp-0-workload-11-6467dc898f-vtnd7    17
app-api-comp-0-workload-11-6467dc898f-wjznz    20
app-api-comp-0-workload-11-6467dc898f-x7wjv    75
app-api-comp-0-workload-12-55795dc59d-28ljs    163
app-api-comp-0-workload-12-55795dc59d-2xh25    63
app-api-comp-0-workload-12-55795dc59d-4rdfn    96
app-api-comp-0-workload-12-55795dc59d-5hfnr    80
app-api-comp-0-workload-12-55795dc59d-9q678    86
app-api-comp-0-workload-12-55795dc59d-bb9bz    123
app-api-comp-0-workload-12-55795dc59d-csq6s    88
app-api-comp-0-workload-12-55795dc59d-dh8lk    114
app-api-comp-0-workload-12-55795dc59d-f27kx    11
app-api-comp-0-workload-12-55795dc59d-h442v    61
