hostname,layer,location,cpu_cores,single_core_score,base_single_core_score,memory_GiB,ingress_bandwidth_Mbps,egress_bandwidth_Mbps,uptime_30d_percentage,cost
0,cloud,cloud-location-0,32,1198,1000,128,36314.44922283449,34486.29956881365,97.67702831149424,3800.352555858284
1,cloud,cloud-location-0,32,1165,1000,64,25726.485498055485,11820.902824395684,98.829806879269,7671.553793112769
2,cloud,cloud-location-0,16,1129,1000,64,14646.397668325562,22041.912467657057,96.46258695298232,2108.285122257786
3,cloud,cloud-location-0,8,1394,1000,16,11236.29061156348,3412.2659790087087,97.11811360539824,1219.1486742121092
4,cloud,cloud-location-0,8,1382,1000,16,2892.0134734986664,5621.7018597868955,98.71007997359324,1932.4095444227996
5,cloud,cloud-location-0,32,1196,1000,128,10068.996099169695,8344.887447878027,100.0,5765.673044901434
6,cloud,cloud-location-0,32,988,1000,128,27002.97758029792,2171.0692956814564,99.60062066064437,5564.832260251789
7,cloud,cloud-location-0,32,1726,1000,64,30426.36324263563,16029.632635132612,96.18961488598023,3342.7109454019437
8,cloud,cloud-location-0,32,1237,1000,64,39746.5582403687,46391.72135209795,99.25921095395022,5320.648403351412
9,cloud,cloud-location-0,8,1710,1000,32,1263.592683958591,8108.389468726287,100.0,1256.4842164403503
10,cloud,cloud-location-0,4,1742,1000,16,5752.580504680628,5149.772121044196,99.74899228231936,740.9857906314593
11,cloud,cloud-location-0,32,1400,1000,64,17613.485637247333,34076.32147466281,97.22015979517256,9418.462555126673
12,cloud,cloud-location-0,32,1669,1000,64,22595.634250303978,28789.656430666695,97.47512277360606,5205.301901445709
13,cloud,cloud-location-0,32,901,1000,64,8476.146667249184,26530.329838254373,98.46883984522526,5288.0859910059835
14,cloud,cloud-location-0,8,1380,1000,32,3936.487891260781,1865.2740510834903,99.08182514997868,2137.198365309383
15,cloud,cloud-location-0,32,1498,1000,128,25867.533042186045,14019.279750486532,95.78632677256964,6464.7284026034995
16,cloud,cloud-location-0,8,1394,1000,16,11349.449132638798,10842.623247162035,95.97213403252636,806.249669759324
17,cloud,cloud-location-0,4,1709,1000,16,1293.2919978438993,5024.593451773178,97.53955530499354,558.8886072116136
18,cloud,cloud-location-0,32,1366,1000,64,,,97.81372979736044,9029.9156529293
19,cloud,cloud-location-0,32,1378,1000,64,,,99.46166632922149,4157.166797171052
20,cloud,cloud-location-0,32,1551,1000,64,,,98.91444977741328,4969.873015517034
21,cloud,cloud-location-0,16,1509,1000,64,,,99.96965635158534,4026.596051595255
22,cloud,cloud-location-0,16,1071,1000,32,,,98.6971174232132,4079.170729770552
23,cloud,cloud-location-0,8,964,1000,32,,,99.3076232138464,1036.5364168915046
24,cloud,cloud-location-0,32,1748,1000,128,,,99.14617034933192,4154.349669412255
25,cloud,cloud-location-0,32,1418,1000,128,,,99.93488820185236,9301.21507411918
26,cloud,cloud-location-0,32,995,1000,128,,,100.0,8261.132247518924
27,cloud,cloud-location-0,16,1545,1000,32,,,100.0,2273.8816676979864
28,cloud,cloud-location-0,16,1272,1000,64,,,95.51422709404449,4482.38152504352
29,cloud,cloud-location-0,4,1689,1000,16,,,97.89573601958016,1116.7563182987687
30,cloud,cloud-location-0,32,1606,1000,128,,,100.0,4367.830905249451
31,cloud,cloud-location-0,32,1177,1000,64,,,100.0,4260.272531562389
32,cloud,cloud-location-0,32,1165,1000,64,,,100.0,4774.703616479681
33,cloud,cloud-location-1,16,1407,1000,32,,,94.34866988464611,4681.134720206954
34,cloud,cloud-location-1,16,1645,1000,64,,,98.8357773629873,3787.718718999975
35,cloud,cloud-location-1,4,1359,1000,16,,,100.0,1087.421051187839
36,cloud,cloud-location-1,8,1565,1000,32,,,100.0,1414.4850673291824
37,cloud,cloud-location-1,32,1346,1000,64,,,99.79222598830752,7415.806283934434
38,cloud,cloud-location-1,16,1664,1000,64,,,96.63052462835476,1784.7986255658402
39,cloud,cloud-location-1,8,1055,1000,16,,,97.8727807707142,1153.9684213539456
40,cloud,cloud-location-1,16,1613,1000,64,,,99.8715826099835,3646.522710134799
41,cloud,cloud-location-1,8,1636,1000,16,,,95.08665464411536,1773.8755283784512
42,cloud,cloud-location-1,16,1531,1000,64,,,98.0,3327.1653403230466
43,cloud,cloud-location-1,32,1736,1000,128,,,99.76085562303714,6638.584955863576
44,cloud,cloud-location-1,32,1764,1000,64,,,98.12557000125814,3730.264909823906
45,cloud,cloud-location-1,16,1004,1000,64,,,99.93376590155847,4325.205852937261
46,cloud,cloud-location-1,16,1022,1000,64,,,97.70410199745233,2847.9639099299666
47,cloud,cloud-location-1,16,944,1000,32,,,94.56679209631416,1864.7892423713768
48,cloud,cloud-location-1,32,1559,1000,64,,,99.65349706332344,8138.816640027184
49,cloud,cloud-location-1,32,1749,1000,128,,,95.90623702074566,7515.711015062884
50,cloud,cloud-location-1,16,1170,1000,64,,,98.15266544664706,2871.7609898604996
51,cloud,cloud-location-1,8,1545,1000,32,,,98.69894448941916,2371.987257096709
52,cloud,cloud-location-1,32,1800,1000,128,,,94.689088176979,9258.422995552446
53,cloud,cloud-location-1,8,1536,1000,32,,,98.0,1537.5052019449097
54,cloud,cloud-location-1,8,1132,1000,16,,,99.8069224218816,1199.883971900399
55,cloud,cloud-location-1,8,1559,1000,16,,,97.4335654914986,981.5784877926384
56,cloud,cloud-location-1,4,1165,1000,16,,,100.0,990.028949415922
57,cloud,cloud-location-1,32,986,1000,64,,,98.0,6694.1565883383755
58,cloud,cloud-location-1,32,1066,1000,128,,,97.27476784243795,4111.085059361017
59,cloud,cloud-location-1,16,1110,1000,64,,,99.73402154053775,4366.389989940963
60,fog,fog-location-0,4,1056,1000,16,3651.6360839809063,748.441281830431,97.71766228606042,1167.313998718177
61,fog,fog-location-0,2,648,1000,8,1781.1409993227396,2189.422340164247,94.16952080936478,305.5754095619319
62,fog,fog-location-0,2,1009,1000,8,2445.6067655618317,757.4555476636839,97.47688494982032,363.60139418425865
63,fog,fog-location-0,2,935,1000,8,767.2630392271745,507.5437280130275,97.1455903646863,261.08905853390263
64,fog,fog-location-0,4,1017,1000,8,3594.163624831261,2795.327061976311,92.43655523861068,777.4933378037612
65,fog,fog-location-0,2,614,1000,4,1796.4682799620143,279.5233487868951,93.33724022921298,465.6417468864782
66,fog,fog-location-0,2,977,1000,8,2759.6720207931844,2741.54050225746,93.4507306280846,383.1950560588818
67,fog,fog-location-0,4,687,1000,16,2973.5353522870228,2669.4830435646754,92.48084586999038,694.0714037560267
68,fog,fog-location-0,2,839,1000,8,1804.6747236139615,2493.7177887567686,93.32711414606698,484.4987989923499
69,fog,fog-location-1,2,927,1000,4,564.0695074222007,1825.906311310576,100.0,515.2367503305625
70,fog,fog-location-1,2,1005,1000,8,1079.2197229338044,397.1591704871365,100.0,285.2818795118218
71,fog,fog-location-1,4,627,1000,16,1808.4127448226457,5783.202134587367,95.85949020790522,738.6670295933089
72,fog,fog-location-1,2,1127,1000,4,2864.694769418103,748.34503987899,91.3692430521166,358.4400191091812
73,fog,fog-location-1,2,768,1000,4,1318.2148776131426,185.37683253367837,88.44744555062984,554.7024869977786
74,fog,fog-location-1,4,962,1000,8,4432.018170031801,321.0733454652467,100.0,865.7473990643766
75,fog,fog-location-1,4,570,1000,16,,,98.0,1024.2542873419334
76,fog,fog-location-1,2,1135,1000,8,1900.6699135254644,90.73142799968574,96.512240334926,383.2787967801479
77,fog,fog-location-2,4,528,1000,8,5306.7017716299315,3774.279024204012,97.8462456858439,808.8010585937152
78,fog,fog-location-2,2,1157,1000,4,2292.4279661717164,2757.805458683325,92.2283313288588,272.74835091689977
79,fog,fog-location-2,4,578,1000,8,1504.941789220927,5557.275373332911,94.85020388542932,406.2479274640128
80,fog,fog-location-2,2,931,1000,4,2418.309347552174,1640.3801995147355,98.86592456962346,254.0402948530625
81,fog,fog-location-2,2,737,1000,8,1554.1523715654148,473.1432837663792,92.93920650944962,387.58943525320655
82,fog,fog-location-2,2,796,1000,8,2184.340912067134,1579.9082332329797,93.51063588836338,248.4983723363639
83,fog,fog-location-2,2,1044,1000,4,1228.209160184551,745.7089256792456,96.38666200404812,371.5311562907024
84,fog,fog-location-2,2,531,1000,4,575.4484415245587,1244.5070196161607,93.02222116622366,459.8661844081152
85,fog,fog-location-2,4,566,1000,8,2250.114823361221,882.3306496811124,93.19925287036206,844.9053191865576
86,fog,fog-location-2,2,758,1000,8,2281.1517912127288,608.4624488352808,100.0,370.2705944389048
87,fog,fog-location-2,2,1049,1000,8,87.75374807676326,2633.224150540785,93.84971492801208,375.66921739882264
88,fog,fog-location-2,4,1136,1000,8,4719.206448181921,191.3942538204341,91.93394182380736,1091.3138591334953
89,fog,fog-location-2,2,1200,1000,8,2876.134126742414,1497.3357525464965,90.42395600439932,212.23946629355953
90,fog,fog-location-3,4,749,1000,16,5041.736986679302,4852.475532814469,97.57433015120252,656.1660964831565
91,fog,fog-location-3,2,1150,1000,4,666.3923579124146,1203.8639164575052,99.47476254884864,455.3251153065645
92,fog,fog-location-3,4,1086,1000,8,1684.2880837085595,378.4640259717749,99.76436847765429,702.483238100398
93,fog,fog-location-3,4,1120,1000,16,5050.769899842725,4557.177233597942,100.0,535.5667938119602
94,fog,fog-location-3,4,569,1000,16,,,95.56142062742413,569.5974723850717
95,fog,fog-location-3,2,1174,1000,8,2680.3647918615193,1904.0580700299847,95.73318536917516,268.0907138436032
96,fog,fog-location-3,4,872,1000,16,3454.09505435956,4379.154275636838,94.4714420277534,832.108499432562
97,fog,fog-location-3,4,1166,1000,8,2190.379465277542,2490.4800812822587,92.05012785555734,958.0173536587148
98,fog,fog-location-3,4,1152,1000,16,2455.322442837645,2858.4332450631455,96.58571003996958,674.3332006927054
99,fog,fog-location-3,4,868,1000,16,277.96611087460155,3048.861170997773,98.34218224722778,822.7128706925987
100,fog,fog-location-3,2,1087,1000,8,2864.778863305881,2588.835650533131,97.78753815171537,221.3419488029565
101,fog,fog-location-4,2,1125,1000,8,310.86565267125246,1504.0862983333209,84.70886064031502,587.820667496014
102,fog,fog-location-4,2,533,1000,4,363.31526313943726,511.67975904524377,90.20314901304556,318.8868887419304
103,fog,fog-location-4,2,560,1000,4,383.8742154437719,1598.3599319252678,98.65155383985498,531.0008903607234
104,fog,fog-location-4,4,1100,1000,8,3947.12671824572,1797.7614803755482,98.0,1189.2273024862889
105,fog,fog-location-4,2,942,1000,8,2849.2508726609167,2743.209132515853,96.50790094478864,483.4761126739345
106,fog,fog-location-4,4,512,1000,16,,,93.6719221910104,637.9909194023326
